"CSIScontractID","Unmodifiedmultipleorsingleawardidc","LastSignedLastDateToOrder","LastUltimateCompletionDate","LastCurrentCompletionDate","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode","statutoryexceptiontofairopportunity","extentcompeted","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","MajorCommandID","simplearea","isAnyRnD1to5","obligatedAmountRnD1to5","firstSignedDateRnD1to5","UnmodifiedRnD1to5","Indefinite.Delivery.Contract","multipleorsingleawardidc","addmultipleorsingawardidc","AwardOrIDVcontractactiontype","UnmodifiedNumberOfOffersReceived","UnmodifiedIsFullAndOpen","UnmodifiedIsSomeCompetition","UnmodifiedIsOnlyOneSource","UnmodifiedIsFollowonToCompetedAction","Unmodifiedaddmultipleorsingawardidc","UnmodifiedAwardOrIDVcontractactiontype","NumberOfOffersReceived","IsFullAndOpen","IsSomeCompetition","ObligatedAmountIsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","MultipleOrSingleAwardIDC","AddMultipleOrSingleAwardIDC","AwardOrIDVcontractActionType"
21291275,"SINGLE AWARD",NA,"6/20/2011","6/20/2011",1,356053,356053,356053,2011,2011,1,"SPM20005D6186","S112",NA,NA,27938,NA,"97AS","SPM200",NA,NA,"J","0","","A",NA,TRUE,NA,NA,356053,"00:00.0","00:00.0",0,0,0,0,0,0,356053,356053,356053,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2785","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",4,1,1,NA,NA,1,"Indefinite Delivery Contract","4","1","1","356053.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
22376621,"MULTIPLE AWARD",NA,"11/22/2012","11/22/2012",1,4229643.42,4229643.42,4229643.42,2012,2012,1,"SPM50004DBP24","0P4W",NA,NA,397206,NA,"97AS","SPM8E1",NA,NA,"K","0","FAIR","A",NA,TRUE,NA,NA,4229643.42,"00:00.0","00:00.0",0,0,0,0,0,0,4229643.42,4229643.42,4229643.42,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2781","Products",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",2,0,1,NA,NA,1,"Indefinite Delivery Contract","2","0","1","4229643.4200","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
10037234,"MULTIPLE AWARD",NA,"5/13/2012","5/13/2012",13,6182196.78,6182196.78,6182196.78,2010,2012,1,"FA701406D0015","5M07",NA,NA,399698,NA,"5700","FA4427",NA,NA,"K","0","FAIR","A",NA,TRUE,NA,NA,6182196.78,"00:00.0","00:00.0",0,0,0,0,0,0,1042606.15,1042606.15,1042606.15,0,1,0,0,0,3,1,"00:00.0","00:00.0","","ORG-2844","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",4,0,1,NA,NA,1,"Indefinite Delivery Contract","4","0","1","6182196.7800","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
18629241,"SINGLE AWARD",NA,"4/19/2010","4/19/2010",4,26338631,26338631,26338631,2007,2008,1,"M6785406D7031","2",NA,NA,398956,NA,"1700","M67854",NA,NA,"J","0","","D",NA,TRUE,NA,NA,26338631,"00:00.0","00:00.0",0,0,0,0,0,0,24001161,24001161,24001161,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2943","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",4,0,1,NA,NA,1,"Indefinite Delivery Contract","4","0","1","26338631.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
19353809,"SINGLE AWARD",NA,"9/30/2011","9/30/2011",3,103733,128557.22,128557.22,2010,2011,1,"N6554009D0022","4",NA,NA,81138,NA,"1700","N65540",NA,NA,"U","0","","D",NA,FALSE,NA,NA,103733,"00:00.0","00:00.0",0,0,0,0,0,0,46712,128557.22,128557.22,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2941","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,1,NA,NA,1,"Indefinite Delivery Contract","1","0","1","103733.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
21770690,"SINGLE AWARD",NA,"12/27/2010","12/27/2010",1,4e+06,4e+06,4e+06,2010,2010,1,"SPM30008D3153","649W",NA,NA,184069,NA,"97AS","SPM300",NA,NA,"J","0","","A",NA,TRUE,NA,NA,4e+06,"00:00.0","00:00.0",0,0,0,0,0,0,4e+06,4e+06,4e+06,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2786","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",5,1,1,NA,NA,1,"Indefinite Delivery Contract","5","1","1","4000000.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
20819622,"SINGLE AWARD",NA,"6/1/2011","6/1/2011",1,62824.68,62824.68,62824.68,2011,2011,1,"SPM20005D1106","KH48",NA,NA,67756,NA,"97AS","SPM200",NA,NA,"J","0","","A",NA,TRUE,NA,NA,62824.68,"00:00.0","00:00.0",0,0,0,0,0,0,62824.68,62824.68,62824.68,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2785","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",5,1,1,NA,NA,1,"Indefinite Delivery Contract","5","1","1","62824.6800","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
9970056,"SINGLE AWARD",NA,"9/30/2010","9/30/2010",4,10466931.73,10466931.73,10466931.73,2010,2011,1,"FA300206D0010","19",NA,NA,42009,NA,"5700","FA3002",NA,NA,"J","0","","A",NA,TRUE,NA,NA,10466931.73,"00:00.0","00:00.0",0,0,0,0,0,0,10330492.94,10330492.94,10330492.94,1,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2843","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",9,1,1,NA,NA,1,"Indefinite Delivery Contract","9","1","1","10466931.7300","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
9975251,"SINGLE AWARD",NA,"9/30/2007","9/30/2007",13,1760162,1760162,1760162,2007,2008,1,"FA308905D0004","3",NA,NA,426719,NA,"5700","FA3089",NA,NA,"J","0","","D",NA,TRUE,NA,NA,1760162,"00:00.0","00:00.0",0,0,0,0,0,0,1518731,1518731,1518731,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2843","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",12,0,1,NA,NA,1,"Indefinite Delivery Contract","12","0","1","1760162.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
7990810,NA,NA,"4/30/2014","4/30/2014",9,15566524.35,15566524.38,15566524.38,2011,2013,0,"","W5J9JE11C0090",NA,NA,23356,NA,"2100","W5J9JE",NA,NA,"J","0","","A",NA,TRUE,NA,NA,15566524.35,"00:00.0","00:00.0",1621742.1,1621742.1,1621742.1,-1043066.5,-1043066.47,-1043066.47,14987848.75,14987848.75,14987848.75,1,1,0,2,1,5,1,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"39","1","1","15590131.3500","NULL","NULL","NULL","0","Definitive Contract"
24726248,"MULTIPLE AWARD",NA,"8/31/2008","8/31/2008",1,98137,98137,98137,2007,2007,1,"W9127806D0075","123",NA,NA,178198,NA,"2100","W91278",NA,NA,"J","0","FAIR","A",NA,TRUE,NA,NA,98137,"00:00.0","00:00.0",0,0,0,0,0,0,98137,98137,98137,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",1,0,1,NA,NA,1,"Indefinite Delivery Contract","1","0","1","98137.0000","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
8353201,NA,NA,"9/30/2012","9/30/2012",19,30631821.14,49222303.7,49841155.75,2009,2012,0,"","W912HZ09C0097",NA,NA,23356,NA,"2100","W912HZ",NA,NA,"U","0","","A",NA,FALSE,NA,NA,30631821.14,"00:00.0","00:00.0",7254000,15358477.45,-27904492.5,6870363.32,6929621.25,6929621.25,7673821.46,26934205,70816027,0,1,0,1,1,2,1,"00:00.0","00:00.0","","ORG-2872","R&D",1,30631821.14,"00:00.0",1,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"2","1","1","30631821.1400","NULL","NULL","NULL","0","Definitive Contract"
22754858,"SINGLE AWARD",NA,"2/17/2012","2/17/2012",1,80782,80782,80782,2012,2012,1,"SPM8EJ09D0028","U265",NA,NA,19274,NA,"97AS","SPM8EJ",NA,NA,"J","0","","D",NA,TRUE,NA,NA,80782,"00:00.0","00:00.0",0,0,0,0,0,0,80782,80782,80782,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2781","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",14,0,1,NA,NA,1,"Indefinite Delivery Contract","14","0","1","80782.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
3384474,NA,NA,"9/9/2011","9/9/2011",22,26287774.2,26287774.2,26287774.2,2009,2011,0,"","N4008509C3201",NA,NA,23356,NA,"1700","N40085",NA,NA,"J","0","","A",NA,TRUE,NA,NA,26287774.2,"00:00.0","00:00.0",528221,497361.4,497361.4,2560553.2,2560553.2,733553.2,23199000,23199000,25026000,0,1,0,6,1,7,1,"00:00.0","00:00.0","","ORG-2940","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"15","1","1","26287774.2000","NULL","NULL","NULL","0","Definitive Contract"
18498860,"MULTIPLE AWARD",NA,"9/30/2010","9/30/2010",3,2916495.43,2916495.43,2916495.43,2010,2010,1,"HTC71109D5004","167",NA,NA,23522,NA,"9776","HTC711",NA,NA,"J","0","FAIR","D",NA,TRUE,NA,NA,2916495.43,"00:00.0","00:00.0",0,0,0,0,0,0,2916495.43,2916495.43,2916495.43,0,1,0,0,0,0,0,"00:00.0","00:00.0","","","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",13,0,1,0,0,1,"Indefinite Delivery Contract","13","0","1","2916495.4300","0","0","MULTIPLE AWARD","1","Indefinite Delivery Contract"
19563693,"MULTIPLE AWARD",NA,"7/16/2012","7/16/2012",2,5226315.83,5226315.83,5226315.83,2012,2012,1,"NNG07DA39B","H9222212F0093",NA,NA,110566,NA,"97ZS","H92222",NA,NA,"J","0","FAIR","A",NA,TRUE,NA,NA,5226315.83,"00:00.0","00:00.0",0,0,0,1471828.5,1471828.5,1471828.5,3754487.33,3754487.33,3754487.33,0,1,0,0,0,1,1,"00:00.0","00:00.0","","","Products",0,NA,NA,0,NA,"MULTIPLE AWARD",0,"Government Wide Acquisition Contract",4,0,1,NA,NA,0,"Government Wide Acquisition Contract","4","0","1","5226315.8300","NULL","NULL","MULTIPLE AWARD","0","Government Wide Acquisition Contract"
24505658,"SINGLE AWARD",NA,"5/6/2012","5/6/2012",3,796942.14,796942.14,796942.14,2011,2013,1,"W15P7T09DB201","47",NA,NA,330382,NA,"2100","W15P7T",NA,NA,"Y","0","","A",NA,FALSE,NA,NA,796942.14,"00:00.0","00:00.0",0,0,0,0,0,0,824234.63,824234.63,824234.63,0,1,0,0,0,1,1,"00:00.0","00:00.0","","ORG-2877","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","796942.1400","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
24811210,"SINGLE AWARD",NA,"4/21/2011","4/21/2011",6,1574392.012,1574392.022,1574392.022,2011,2013,1,"W912GB06D0040","18",NA,NA,367632,NA,"2100","W912GB",NA,NA,"J","0","","A",NA,TRUE,NA,NA,1574392.012,"00:00.0","00:00.0",288372.08,288372.08,288372.08,0,0,0,624186.06,624186.06,624186.06,0,1,0,2,1,0,0,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","1574392.0117","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
24930329,"MULTIPLE AWARD",NA,"9/30/2007","9/30/2007",3,25508648,25508648,25508648,2007,2007,1,"W91CRB04D0042","5",NA,NA,70180,NA,"2100","W91CRB",NA,NA,"J","0","FAIR","A",NA,TRUE,NA,NA,25508648,"00:00.0","00:00.0",0,0,0,0,0,0,25508648,25508648,25508648,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2877","Products",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",16,0,1,NA,NA,1,"Indefinite Delivery Contract","16","0","1","25508648.0000","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
10110709,"MULTIPLE AWARD",NA,"11/30/2012","11/30/2012",6,9614173.25,9614173.25,9614173.25,2011,2012,1,"FA877104D0008","RSBH",NA,NA,248889,NA,"5700","",NA,NA,"","N17","FAIR","A",NA,NA,NA,NA,9614173.25,"00:00.0","00:00.0",0,0,0,38784.96,38784.96,38784.96,9575388.29,9575388.29,9575388.29,0,1,0,0,0,2,1,"00:00.0","00:00.0","","ORG-2825","Products",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",3,0,1,NA,NA,1,"Indefinite Delivery Contract","3","0","1","9614173.2500","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
2964260,NA,NA,"3/31/2020","7/1/2013",39,19183042,19540182,28655575,2008,2013,0,"","N0002408C5205",NA,NA,23356,NA,"1700","N00024",NA,NA,"","0","","",NA,NA,NA,NA,19183042,"00:00.0","00:00.0",0,0,0,484578,2711689,462578,5372453,5372453,28876834,0,1,0,0,0,4,1,"00:00.0","00:00.0","","ORG-2941","R&D",1,19183042,"00:00.0",1,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"1","NULL","1","19183042.0000","NULL","NULL","NULL","0","Definitive Contract"
24982676,"MULTIPLE AWARD",NA,"9/30/2013","9/30/2013",13,30033192.08,30033192.08,30207701.02,2010,2013,1,"W91QUZ06D0026","18",NA,NA,411966,NA,"2100","",NA,NA,"J","0","FAIR","A",NA,TRUE,NA,NA,30033192.08,"00:00.0","00:00.0",3413554.79,3413554.79,3413554.79,4355174.51,4355174.51,4317475.71,22263062.78,22263062.78,22475270.52,0,1,0,6,1,3,1,"00:00.0","00:00.0","","ORG-2877","Products",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",6,0,1,NA,NA,1,"Indefinite Delivery Contract","6","0","1","30033192.0800","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
18175404,"SINGLE AWARD",NA,"5/31/2013","5/31/2013",19,40882924,40882924,40882924,2011,2013,1,"H9225410D0002","9043",NA,NA,405813,NA,"97ZS","H92254",NA,NA,"U","0","","A",NA,FALSE,NA,NA,40882924,"00:00.0","00:00.0",4308,4308,4308,0,0,0,24696589,24696589,24696589,0,1,0,6,1,2,1,"00:00.0","00:00.0","","","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,1,1,NA,NA,1,"Indefinite Delivery Contract","3","1","1","40678801.0000","NULL","NULL","SINGLE AWARD","NULL","NULL"
20594459,"SINGLE AWARD",NA,"6/1/2009","6/1/2009",1,2763740,2763740,2763740,2009,2009,1,"SPM1C108D1080","29",NA,NA,355734,NA,"97AS","SPM1C1",NA,NA,"J","0","","A",NA,TRUE,NA,NA,2763740,"00:00.0","00:00.0",0,0,0,0,0,0,2763740,2763740,2763740,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2790","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","2763740.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
20430675,"SINGLE AWARD",NA,"5/31/2012","5/31/2012",2,14388.55,14388.55,14388.55,2012,2012,1,"SP060011D1553","171",NA,NA,177109,NA,"97AS","SPE601",NA,NA,"K","0","","A",NA,TRUE,NA,NA,14388.55,"00:00.0","00:00.0",0,0,0,0,0,0,15032.55,15032.55,15032.55,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2775","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","14388.5500","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
20424495,"SINGLE AWARD",NA,"4/30/2008","4/30/2008",1,142954121.1,142954121.1,142954121.1,2007,2007,1,"SP060007D0467","B001",NA,NA,429908,NA,"97AS","SP0600",NA,NA,"K","0","","A",NA,TRUE,NA,NA,142954121.1,"00:00.0","00:00.0",0,0,0,0,0,0,142954121.1,142954121.1,142954121.1,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2775","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",21,1,1,NA,NA,1,"Indefinite Delivery Contract","21","1","1","142954121.0700","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
24669559,"MULTIPLE AWARD",NA,"8/19/2013","8/19/2013",45,104292653,104659883,104659883,2008,2012,1,"W911W408D0011","1",NA,NA,371458,NA,"2100","W911W4",NA,NA,"","0","FAIR","D",NA,FALSE,NA,NA,104292653,"00:00.0","00:00.0",0,0,0,30649725,70254488.01,54721714,5200148,8369972,8369972,0,1,0,0,0,4,1,"00:00.0","00:00.0","","ORG-2880","Products",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",3,0,1,NA,NA,1,"Indefinite Delivery Contract","3","0","1","104292652.9500","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
18853594,"MULTIPLE AWARD",NA,"9/30/2013","9/30/2013",3,1871855.94,1871855.94,1871855.94,2012,2013,1,"N0018911DZ025","4",NA,NA,231700,NA,"1700","N00189",NA,NA,"J","0","FAIR","D",NA,TRUE,NA,NA,1871855.94,"00:00.0","00:00.0",0,0,0,0,0,0,1871855.94,1871855.94,1871855.94,0,1,0,0,0,1,1,"00:00.0","00:00.0","","ORG-2937","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",3,0,1,NA,NA,1,"Indefinite Delivery Contract","3","0","1","1871855.9400","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
19171595,"MULTIPLE AWARD",NA,"7/20/2011","7/20/2011",7,8340958.73,8340958.73,8340958.73,2010,2011,1,"N6247306D1005","2",NA,NA,269061,NA,"1700","N62473",NA,NA,"J","0","FAIR","A",NA,TRUE,NA,NA,8340958.73,"00:00.0","00:00.0",0,0,0,165958.73,165958.73,165958.73,8175000,8175000,8175000,0,1,0,0,0,5,1,"00:00.0","00:00.0","","ORG-2940","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",5,0,1,NA,NA,1,"Indefinite Delivery Contract","5","0","1","8340958.7300","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
1425777,NA,NA,"2/29/2012","2/29/2012",21,38906818,41713775,90230875,2007,2012,0,"","FA875007C0169",NA,NA,23356,NA,"5700","FA8750",NA,NA,"U","0","","A",NA,FALSE,NA,NA,38906818,"00:00.0","00:00.0",0,0,0,21022252,30930437,54911631,1766247,10783338,35319244,0,1,0,0,0,11,1,"00:00.0","00:00.0","","ORG-2825","R&D",1,38906818,"00:00.0",1,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"2","1","1","38906818.0000","NULL","NULL","NULL","0","Definitive Contract"
22750917,"SINGLE AWARD",NA,"7/23/2012","7/23/2012",1,18576449.86,18576449.86,18576449.86,2012,2012,1,"SPM8EJ09D0017","1445",NA,NA,51014,NA,"97AS","SPM8E1",NA,NA,"J","0","","D",NA,TRUE,NA,NA,18576449.86,"00:00.0","00:00.0",0,0,0,0,0,0,18576449.86,18576449.86,18576449.86,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2781","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",14,0,1,NA,NA,1,"Indefinite Delivery Contract","14","0","1","18576449.8600","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
24885494,"SINGLE AWARD",NA,"9/30/2009","9/30/2009",4,989426.99,989426.99,989426.99,2008,2009,1,"W912QR04D0006","80",NA,NA,16440,NA,"2100","W912QR",NA,NA,"J","0","","D",NA,TRUE,NA,NA,989426.99,"00:00.0","00:00.0",0,0,0,557265.8,557265.8,557265.8,539041,539041,539041,0,1,0,0,0,2,1,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,1,NA,NA,1,"Indefinite Delivery Contract","1","0","1","989426.9900","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
1217781,NA,NA,"3/26/2012","3/26/2012",1,67021.81,67021.81,67021.81,2012,2012,0,"","FA255012P2025",NA,NA,23356,NA,"5700","FA2550",NA,NA,"J","0","","F",NA,TRUE,NA,NA,67021.81,"00:00.0","00:00.0",0,0,0,0,0,0,67021.81,67021.81,67021.81,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2834","Products",0,NA,NA,0,NA,NA,0,"Purchase Order",NA,NA,NA,NA,NA,NA,NA,"6","0","1","67021.8100","NULL","NULL","NULL","0","Purchase Order"
18661989,"SINGLE AWARD",NA,"2/10/2013","2/10/2013",18,31434423.44,31434423.44,31434423.44,2009,2012,1,"N0001908D0013","10",NA,NA,102421,NA,"1700","N00019",NA,NA,"","0","","A",NA,TRUE,NA,NA,31434423.44,"00:00.0","00:00.0",0,0,0,18309944,18309944,18423620.44,9224657,9224657,9224657,0,1,0,0,0,12,1,"00:00.0","00:00.0","","ORG-2936","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","31343417.4400","NULL","NULL","SINGLE AWARD","NULL","NULL"
20426573,"SINGLE AWARD",NA,"3/31/2013","3/31/2013",1,62640000,62640000,62640000,2009,2009,1,"SP060009D0095","B001",NA,NA,315445,NA,"97AS","SP0600",NA,NA,"K","0","","A",NA,TRUE,NA,NA,62640000,"00:00.0","00:00.0",0,0,0,0,0,0,62640000,62640000,62640000,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2775","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,1,1,NA,NA,1,"Indefinite Delivery Contract","1","1","1","62640000.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
20440760,"SINGLE AWARD",NA,"1/8/2013","1/8/2013",19,3486583,4083733,4083733,2010,2013,1,"SP070003D1380","342",NA,NA,140863,NA,"5700","",NA,NA,"U","0","","A",NA,FALSE,NA,NA,3486583,"00:00.0","00:00.0",0,0,0,-217941,0,0,292095,4083733,4083733,0,1,0,0,0,2,1,"00:00.0","00:00.0","","","R&D",1,3486583,"00:00.0",1,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,1,1,NA,NA,1,"Indefinite Delivery Contract","1","1","1","3486583.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
18972784,"MULTIPLE AWARD",NA,"6/30/2010","6/30/2010",30,13052488.62,14960331,14960331,2007,2010,1,"N0042104D0081","3",NA,NA,353527,NA,"1700","N00421",NA,NA,"U","0","FAIR","A",NA,FALSE,NA,NA,13052488.62,"00:00.0","00:00.0",0,0,0,0,0,0,1e+05,14960331,14960331,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2936","R&D",1,13052488.62,"00:00.0",1,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",1,0,1,NA,NA,1,"Indefinite Delivery Contract","1","0","1","13052488.6200","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
19323930,"SINGLE AWARD",NA,"5/31/2009","5/31/2009",2,1525187.7,1525187.7,1525187.7,2009,2009,1,"N6523606D8848","929",NA,NA,353116,NA,"1700","N65236",NA,NA,"","0","","A",NA,FALSE,NA,NA,1525187.7,"00:00.0","00:00.0",0,0,0,173572.11,173572.11,173572.11,1351615.59,1351615.59,1351615.59,0,1,0,0,0,1,1,"00:00.0","00:00.0","","ORG-2944","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","1525187.7000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
7976292,NA,NA,"7/31/2013","7/31/2013",19,99908080.98,99908080.98,99908080.98,2011,2013,0,"","W56HZV11C0418",NA,NA,23356,NA,"2100","W56HZV",NA,NA,"J","0","","A",NA,TRUE,NA,NA,99908080.98,"00:00.0","00:00.0",0,0,0,17056000,17056000,17056000,19861704.82,19861704.82,19861704.82,0,1,0,0,0,8,1,"00:00.0","00:00.0","","ORG-2877","Products",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"8","1","1","103767202.9800","NULL","NULL","NULL","0","Definitive Contract"
20427695,"SINGLE AWARD",NA,"5/31/2011","5/31/2011",3,255122825.4,255122825.4,255122825.4,2010,2011,1,"SP060010D0472","B001",NA,NA,261723,NA,"97AS","SP0600",NA,NA,"K","0","","A",NA,TRUE,NA,NA,255122825.4,"00:00.0","00:00.0",0,0,0,48888,48888,48888,255106530,255106530,255106530,0,1,0,0,0,1,1,"00:00.0","00:00.0","","ORG-2775","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",27,1,1,NA,NA,1,"Indefinite Delivery Contract","27","1","1","255122825.3500","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
