"CSIScontractID","Unmodifiedmultipleorsingleawardidc","LastSignedLastDateToOrder","LastUltimateCompletionDate","LastCurrentCompletionDate","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode","statutoryexceptiontofairopportunity","extentcompeted","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","MajorCommandID","simplearea","isAnyRnD1to5","obligatedAmountRnD1to5","firstSignedDateRnD1to5","UnmodifiedRnD1to5","Indefinite.Delivery.Contract","multipleorsingleawardidc","addmultipleorsingawardidc","AwardOrIDVcontractactiontype","UnmodifiedNumberOfOffersReceived","UnmodifiedIsFullAndOpen","UnmodifiedIsSomeCompetition","UnmodifiedIsOnlyOneSource","UnmodifiedIsFollowonToCompetedAction","Unmodifiedaddmultipleorsingawardidc","UnmodifiedAwardOrIDVcontractactiontype","NumberOfOffersReceived","IsFullAndOpen","IsSomeCompetition","ObligatedAmountIsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","MultipleOrSingleAwardIDC","AddMultipleOrSingleAwardIDC","AwardOrIDVcontractActionType"
7986953,NA,NA,"10/31/2011","10/31/2011",8,9094451.01,9094451.01,9094451.01,2008,2012,0,"","W58RGZ08C0075",NA,NA,23356,NA,"2100","W58RGZ",NA,NA,"J","156","","B",NA,TRUE,NA,NA,9094451.01,"00:00.0","00:00.0",0,0,0,2364557.27,2364557.27,2364557.27,4456280.99,4456280.99,4456280.99,0,1,0,0,0,3,1,"00:00.0","00:00.0","","ORG-2877","Products",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"1","0","0","NULL","0","0","NULL","0","Definitive Contract"
24562761,"SINGLE AWARD",NA,"5/3/2013","5/3/2013",2,31644365,31644365,31644365,2010,2013,1,"W56HZV09D0024","22",NA,NA,345032,NA,"2100","W56HZV",NA,NA,"J","0","","C",NA,TRUE,NA,NA,31644365,"00:00.0","00:00.0",0,0,0,-107360,-107360,-107360,31751725,31751725,31751725,0,1,0,0,0,1,1,"00:00.0","00:00.0","","ORG-2877","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,0,1,0,1,"Indefinite Delivery Contract","1","0","0","NULL","1","0","SINGLE AWARD","1","Indefinite Delivery Contract"
18945452,"SINGLE AWARD",NA,"4/20/2011","4/20/2011",3,92870026,92870026,92870026,2010,2011,1,"N0038309D010F","6",NA,NA,271425,NA,"1700","N00383",NA,NA,"J","0","","C",NA,TRUE,NA,NA,92870026,"00:00.0","00:00.0",0,0,0,0,0,0,92870026,92870026,92870026,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2937","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,0,1,0,1,"Indefinite Delivery Contract","1","0","0","NULL","1","0","SINGLE AWARD","1","Indefinite Delivery Contract"
10128791,"SINGLE AWARD",NA,"1/30/2013","1/30/2013",2,2756534,2756534,2756534,2011,2012,1,"FA930011D4003","1",NA,NA,298351,NA,"5700","FA9300",NA,NA,"U","0","","D",NA,FALSE,NA,NA,2756534,"00:00.0","00:00.0",0,0,0,0,0,0,2756534,2756534,2756534,0,1,0,0,0,1,1,"00:00.0","00:00.0","","ORG-2825","R&D",1,2756534,"00:00.0",1,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,1,NA,NA,1,"Indefinite Delivery Contract","1","0","1","2756534.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
2966594,NA,NA,"9/30/2007","9/30/2007",12,585786570.5,589475240.5,589475240.5,2007,2012,0,"","N0003007C0001",NA,NA,23356,NA,"","",NA,NA,"V","178","","C",NA,FALSE,NA,NA,585786570.5,"00:00.0","00:00.0",0,0,0,390878352.8,394867022.8,394867022.8,195750400,195750400,195750400,0,1,0,0,0,7,1,"00:00.0","00:00.0","","ORG-2942","",1,193861599,"00:00.0",0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"1","0","0","NULL","1","0","NULL","0","Definitive Contract"
18251529,"SINGLE AWARD",NA,"6/30/2009","6/30/2009",577,11425874.4,11425874.4,11425874.4,2009,2009,1,"HDEC0207D0001","9006",NA,NA,80596,NA,"97AZ","HDEC02",NA,NA,"J","0","","A",NA,TRUE,NA,NA,11425874.4,"00:00.0","00:00.0",0,0,0,0,0,0,11425874.4,11425874.4,11425874.4,0,0,0,0,0,0,0,"00:00.0","00:00.0","","","Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9199054,"SINGLE AWARD",NA,"8/12/2011","8/12/2011",7,27617102,27617102,27617102,2010,2011,1,"DAAH0103D0029","BGB9",NA,NA,226728,NA,"2100","W15P7T",NA,NA,"J","0","","A",NA,TRUE,NA,NA,27617102,"00:00.0","00:00.0",-606020,-606020,-606020,37545,37545,37545,28185577,28185577,28185577,0,1,0,1,1,1,1,"00:00.0","00:00.0","","ORG-2877","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,1,1,NA,NA,1,"Indefinite Delivery Contract","1","1","1","27617102.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
22056645,"SINGLE AWARD",NA,"9/30/2010","1/31/2008",1,47308850,47308850,47308850,2008,2008,1,"SPM3S106DZ104","11",NA,NA,366229,NA,"97AS","SPM300",NA,NA,"J","0","","D",NA,TRUE,NA,NA,47308850,"00:00.0","00:00.0",0,0,0,0,0,0,47308850,47308850,47308850,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2786","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,0,1,0,0,1,"Indefinite Delivery Contract","3","0","1","47308850.0000","0","0","SINGLE AWARD","1","Indefinite Delivery Contract"
7878671,NA,NA,"9/30/2012","9/30/2012",42,28934888.68,28934995.05,59346688.45,2007,2012,0,"","W15P7T07CL001",NA,NA,23356,NA,"","",NA,NA,"U","0","","C",NA,FALSE,NA,NA,28934888.68,"00:00.0","00:00.0",2223650.66,2223650.66,2223650.66,22080517,22080517,22080517,1334050.6,1334050.6,31745744,0,1,0,8,1,8,1,"00:00.0","00:00.0","","ORG-2877","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"1","0","0","NULL","1","0","NULL","0","Definitive Contract"
19455190,"SINGLE AWARD",NA,"9/30/2010","9/30/2010",9,3220473.64,3220473.64,3220473.64,2010,2010,1,"N6945007D0077","371",NA,NA,62034,NA,"1700","N69450",NA,NA,"J","0","","D",NA,TRUE,NA,NA,3220473.64,"00:00.0","00:00.0",19612,19612,19612,0,0,0,3042529.66,3042529.66,3042529.66,0,1,0,1,1,0,0,"00:00.0","00:00.0","","ORG-2940","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,0,1,NA,NA,1,"Indefinite Delivery Contract","3","0","1","3220473.6400","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
25740680,"MULTIPLE AWARD",NA,"7/27/2013","7/27/2013",1,476716.375,476716.375,476716.375,2013,2013,1,"GS24F0066M","W911W413F0010",NA,NA,414464,NA,"2100","W911W4",NA,NA,"J","0","FAIR","A",NA,TRUE,NA,NA,476716.375,"00:00.0","00:00.0",0,0,0,0,0,0,476716.375,476716.375,476716.375,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2880","Products",0,NA,NA,0,NA,"MULTIPLE AWARD",0,"Federal Supply Schedule",3,0,1,NA,NA,0,"Federal Supply Schedule","3","0","1","476716.3750","NULL","NULL","MULTIPLE AWARD","0","Federal Supply Schedule"
18661985,"SINGLE AWARD",NA,"9/16/2009","9/16/2009",3,18132150,18132150,18132150,2008,2010,1,"N0001908D0013","6",NA,NA,102421,NA,"1700","N00019",NA,NA,"J","0","","A",NA,TRUE,NA,NA,18132150,"00:00.0","00:00.0",0,0,0,0,0,0,18199960,18199960,18199960,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2936","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","18132150.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
24930878,"MULTIPLE AWARD",NA,"11/30/2007","11/30/2007",1,132963500,132963500,132963500,2007,2007,1,"W91CRB06D0028","4",NA,NA,297088,NA,"2100","W91CRB",NA,NA,"J","0","FAIR","A",NA,TRUE,NA,NA,132963500,"00:00.0","00:00.0",0,0,0,0,0,0,132963500,132963500,132963500,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2877","Products",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",16,0,1,NA,NA,1,"Indefinite Delivery Contract","16","0","1","132963500.0000","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
18973491,"SINGLE AWARD",NA,"8/31/2013","8/31/2013",22,48320372.35,48320372.35,48320372.35,2008,2013,1,"N0042105G0001","52",NA,NA,321341,NA,"1700","N00019",NA,NA,"","276","","C",NA,NA,NA,NA,48320372.35,"00:00.0","00:00.0",0,0,0,0,0,0,37988612,37988612,37988612,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2936","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,0,1,0,1,"Indefinite Delivery Contract","1","0","0","NULL","1","0","SINGLE AWARD","NULL","NULL"
18250444,"SINGLE AWARD",NA,"6/30/2010","6/30/2010",302,1965740.96,1965740.96,1965740.96,2010,2010,1,"HDEC0206D0015","1006",NA,NA,443338,NA,"97AZ","HDEC02",NA,NA,"J","0","","D",NA,TRUE,NA,NA,1965740.96,"00:00.0","00:00.0",0,0,0,0,0,0,1965740.96,1965740.96,1965740.96,0,0,0,0,0,0,0,"00:00.0","00:00.0","","","Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8634863,NA,NA,"9/30/2010","9/30/2010",8,15026740.62,15071286.29,15071286.29,2009,2010,0,"","W91QV109C0052",NA,NA,23356,NA,"2100","W91QV1",NA,NA,"","0","","B",NA,TRUE,NA,NA,15026740.62,"00:00.0","00:00.0",3520440.2,7699999.08,7699999.08,0,0,0,3849987.57,3849987.57,3849987.57,0,1,0,1,1,0,0,"00:00.0","00:00.0","","ORG-2877","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"1","0","0","NULL","0","0","NULL","0","Definitive Contract"
24931354,"SINGLE AWARD",NA,"3/31/2012","3/31/2012",1,26529935.34,26529935.34,26529935.34,2011,2011,1,"W91CRB07D0033","15",NA,NA,271865,NA,"2100","W91CRB",NA,NA,"J","0","","A",NA,TRUE,NA,NA,26529935.34,"00:00.0","00:00.0",0,0,0,0,0,0,26529935.34,26529935.34,26529935.34,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2877","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,1,1,NA,NA,1,"Indefinite Delivery Contract","1","1","1","26529935.3400","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
3394064,NA,NA,"9/15/2011","9/15/2011",8,1189296,1189296,1189296,2009,2011,0,"","N4044209P4038",NA,NA,23356,NA,"1700","N40442",NA,NA,"J","0","","D",NA,TRUE,NA,NA,1189296,"00:00.0","00:00.0",26080,26080,26080,579225,579225,75255,479590,479590,983160,0,1,0,1,1,3,1,"00:00.0","00:00.0","","ORG-2939","Products",0,NA,NA,0,NA,NA,0,"Purchase Order",NA,NA,NA,NA,NA,NA,NA,"4","0","1","1189296.0000","NULL","NULL","NULL","0","Purchase Order"
2923769,NA,NA,"8/8/2011","8/8/2011",1,1164592,1164592,1164592,2011,2011,0,"","M6700411P0732",NA,NA,23356,NA,"1700","M67004",NA,NA,"J","0","","F",NA,TRUE,NA,NA,1164592,"00:00.0","00:00.0",0,0,0,0,0,0,1164592,1164592,1164592,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2943","Products",0,NA,NA,0,NA,NA,0,"Purchase Order",NA,NA,NA,NA,NA,NA,NA,"5","0","1","1164592.0000","NULL","NULL","NULL","0","Purchase Order"
18662021,"SINGLE AWARD",NA,"10/1/2011","10/1/2011",11,84717480.19,84717480.19,84717480.19,2010,2011,1,"N0001908D0014","WA19",NA,NA,33621,NA,"9763","S0102A",NA,NA,"S","0","","A",NA,FALSE,NA,NA,84717480.19,"00:00.0","00:00.0",0,0,0,0,0,0,6831096.26,6831096.26,6831096.26,0,1,0,0,0,0,0,"00:00.0","00:00.0","","","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","84717480.1900","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
7994929,NA,NA,"4/11/2010","4/11/2010",2,431278,431278,431278,2010,2010,0,"","W5KA4N10C0012",NA,NA,23356,NA,"2100","W5KA4N",NA,NA,"J","0","","A",NA,TRUE,NA,NA,431278,"00:00.0","00:00.0",0,0,0,0,0,0,417383,417383,417383,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2874","Products",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"1","1","1","431278.0000","NULL","NULL","NULL","0","Definitive Contract"
20426692,"SINGLE AWARD",NA,"11/13/2010","11/13/2010",4,511800313.5,511800313.5,511800313.5,2009,2011,1,"SP060009D0512","B001",NA,NA,314004,NA,"97AS","SP0600",NA,NA,"K","0","","A",NA,TRUE,NA,NA,511800313.5,"00:00.0","00:00.0",0,0,0,-5029696.9,-5029696.9,-5029696.9,516830010.4,516830010.4,516830010.4,0,1,0,0,0,3,1,"00:00.0","00:00.0","","ORG-2775","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",19,1,1,NA,NA,1,"Indefinite Delivery Contract","19","1","1","511800313.4800","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
10016257,"SINGLE AWARD",NA,"6/30/2011","6/30/2011",3,2734415.72,2734415.72,2734415.72,2009,2010,1,"FA520909D0008","4",NA,NA,339277,NA,"5700","FA5209",NA,NA,"J","0","","A",NA,TRUE,NA,NA,2734415.72,"00:00.0","00:00.0",71453.57,71453.57,71453.57,0,0,0,2662962.15,2662962.15,2662962.15,0,1,0,2,1,0,0,"00:00.0","00:00.0","","ORG-2836","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,1,1,NA,NA,1,"Indefinite Delivery Contract","3","1","1","2734415.7200","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
18668618,"SINGLE AWARD",NA,"9/30/2008","9/30/2008",755,200038149.2,200038149.2,200038149.2,2008,2008,1,"N0002400D6000","GGMT",NA,NA,209658,NA,"1700","N68836",NA,NA,"J","0","","A",NA,TRUE,NA,NA,200038149.2,"00:00.0","00:00.0",0,0,0,0,0,0,200038149.2,200038149.2,200038149.2,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2937","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",4,1,1,NA,NA,1,"Indefinite Delivery Contract","4","1","1","200038149.1900","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
1445095,NA,NA,"4/30/2012","4/30/2012",7,315114,315114,551364,2009,2012,0,"","FA955009C0193",NA,NA,23356,NA,"5700","FA9550",NA,NA,"U","0","","A",NA,FALSE,NA,NA,315114,"00:00.0","00:00.0",0,0,0,198420,198420,198420,78864,78864,315114,0,1,0,0,0,3,1,"00:00.0","00:00.0","","ORG-2825","R&D",1,315114,"00:00.0",1,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"999","1","1","315114.0000","NULL","NULL","NULL","0","Definitive Contract"
21876957,"SINGLE AWARD",NA,"7/26/2010","7/26/2010",1,190860,190860,190860,2010,2010,1,"SPM30008D3197","507M",NA,NA,227086,NA,"97AS","SPM300",NA,NA,"J","0","","A",NA,TRUE,NA,NA,190860,"00:00.0","00:00.0",0,0,0,0,0,0,190860,190860,190860,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2786","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,1,1,NA,NA,1,"Indefinite Delivery Contract","3","1","1","190860.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
25854857,"SINGLE AWARD",NA,"9/30/2013","9/30/2013",1,1971209.125,1971209.125,1971209.125,2013,2013,1,"N0001908D0014","Z509",NA,NA,33621,NA,"9763","S1110A",NA,NA,"J","0","","A",NA,TRUE,NA,NA,1971209.125,"00:00.0","00:00.0",0,0,0,0,0,0,1971209.125,1971209.125,1971209.125,0,0,0,0,0,0,0,"00:00.0","00:00.0","","","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","1971209.1250","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
20431431,"SINGLE AWARD",NA,"9/30/2012","9/30/2012",3,186230508.3,186230508.3,186230508.3,2012,2012,1,"SP060012D0539","B001",NA,NA,19298,NA,"97AS","SP0600",NA,NA,"K","0","","A",NA,TRUE,NA,NA,186230508.3,"00:00.0","00:00.0",373680,373680,373680,78629932.33,78629932.33,78629932.33,107226896,107226896,107226896,0,1,0,1,1,1,1,"00:00.0","00:00.0","","ORG-2775","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",24,1,1,NA,NA,1,"Indefinite Delivery Contract","24","1","1","186230508.3300","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
8488258,NA,NA,"11/9/2009","11/9/2009",37,29829432,29829432,30779432,2007,2010,0,"","W912QR07C0031",NA,NA,23356,NA,"2100","W912QR",NA,NA,"J","0","","A",NA,TRUE,NA,NA,29829432,"00:00.0","00:00.0",12200,12200,12200,328232,328232,328232,29489000,29489000,30439000,0,1,0,4,1,30,1,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"4","1","1","29829432.0000","NULL","NULL","NULL","0","Definitive Contract"
20593878,"SINGLE AWARD",NA,"6/11/2008","6/11/2008",1,16191900,16191900,16191900,2008,2008,1,"SPM1C108D1022","1",NA,NA,40164,NA,"97AS","SPM1C1",NA,NA,"J","0","","A",NA,TRUE,NA,NA,16191900,"00:00.0","00:00.0",0,0,0,0,0,0,16191900,16191900,16191900,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2790","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",6,1,1,NA,NA,1,"Indefinite Delivery Contract","6","1","1","16191900.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
10024184,"MULTIPLE AWARD",NA,"5/31/2010","5/31/2010",8,3466988.98,3466988.98,3466988.98,2010,2012,1,"FA561309D5000","4",NA,NA,347724,NA,"5700","FA5613",NA,NA,"J","0","FAIR","A",NA,TRUE,NA,NA,3466988.98,"00:00.0","00:00.0",644768.71,644768.71,644768.71,1144789.04,1144789.04,1144789.04,1728232.68,1728232.68,1728232.68,1,1,0,2,1,1,1,"00:00.0","00:00.0","","ORG-2837","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",2,0,1,NA,NA,1,"Indefinite Delivery Contract","2","0","1","3466988.9800","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
24500089,"SINGLE AWARD",NA,"8/6/2010","8/6/2010",2,1358340,1358340,1358340,2009,2009,1,"W15P7T04DL606","16",NA,NA,157550,NA,"2100","W15P7T",NA,NA,"J","0","","D",NA,TRUE,NA,NA,1358340,"00:00.0","00:00.0",0,0,0,0,0,0,1358340,1358340,1358340,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2877","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,1,1,0,1,"Indefinite Delivery Contract","1","0","1","1358340.0000","1","0","SINGLE AWARD","1","Indefinite Delivery Contract"
9905848,"SINGLE AWARD",NA,"11/2/2009","11/2/2009",1,763935,763935,763935,2008,2008,1,"F3460199D2000","Y80C",NA,NA,192137,NA,"97AS","SPM4A1",NA,NA,"J","0","","C",NA,TRUE,NA,NA,763935,"00:00.0","00:00.0",0,0,0,0,0,0,763935,763935,763935,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2787","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,0,1,0,1,"Indefinite Delivery Contract","1","0","0","NULL","1","0","SINGLE AWARD","1","Indefinite Delivery Contract"
24596980,"SINGLE AWARD",NA,"2/28/2013","2/28/2013",42,25913089.64,25913089.64,25913089.64,2011,2013,1,"W900KK07D0001","323",NA,NA,52066,NA,"2100","W900KK",NA,NA,"J","0","","A",NA,TRUE,NA,NA,25913089.64,"00:00.0","00:00.0",2807679.01,-693011.56,-693011.56,10106495.16,16389883.23,16389883.23,734978,8819736,8819736,1,1,0,6,1,18,1,"00:00.0","00:00.0","","ORG-3960","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","25723421.4045","NULL","NULL","SINGLE AWARD","NULL","NULL"
21671340,"SINGLE AWARD",NA,"11/14/2006","11/14/2006",1,2288232,2288232,2288232,2007,2007,1,"SPM30007D3196","302B",NA,NA,22525,NA,"97AS","SPM300",NA,NA,"J","0","","A",NA,TRUE,NA,NA,2288232,"00:00.0","00:00.0",0,0,0,0,0,0,2288232,2288232,2288232,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2786","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,1,1,NA,NA,1,"Indefinite Delivery Contract","3","1","1","2288232.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
20899842,"SINGLE AWARD",NA,"2/27/2009","2/27/2009",1,10826,10826,10826,2009,2009,1,"SPM20005D2007","EB41",NA,NA,112700,NA,"97AS","SPM200",NA,NA,"J","0","","A",NA,TRUE,NA,NA,10826,"00:00.0","00:00.0",0,0,0,0,0,0,10826,10826,10826,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2785","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",5,1,1,NA,NA,1,"Indefinite Delivery Contract","5","1","1","10826.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
25853311,"SINGLE AWARD",NA,"9/30/2013","9/30/2013",10,9991982.969,9991982.969,9991982.969,2013,2013,1,"M6700409D0020","63",NA,NA,259911,NA,"1700","M67004",NA,NA,"R","0","","A",NA,FALSE,NA,NA,9991982.969,"00:00.0","00:00.0",0,0,0,4624169,3733886,3733886,6747917,6747917,6747917,0,1,0,0,0,2,1,"00:00.0","00:00.0","","ORG-2943","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",5,1,1,NA,NA,1,"Indefinite Delivery Contract","5","1","1","9991982.9687","NULL","NULL","SINGLE AWARD","NULL","NULL"
24504341,"SINGLE AWARD",NA,"9/20/2012","9/20/2012",4,19536776,19536776,19536776,2010,2012,1,"W15P7T07DK001","27",NA,NA,395774,NA,"2100","W15P7T",NA,NA,"Y","296","","A",NA,FALSE,NA,NA,19536776,"00:00.0","00:00.0",0,0,0,10506381,10506381,-867841,9504395,9504395,20878617,0,1,0,0,0,1,1,"00:00.0","00:00.0","","ORG-2877","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,1,1,NA,NA,1,"Indefinite Delivery Contract","1","1","1","19536776.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
9779266,"SINGLE AWARD",NA,"8/27/2013","8/27/2013",6,6478391.325,6478391.325,6478391.325,2010,2013,1,"DTRA0102D0065","4",NA,NA,42904,NA,"9761","HDTRA1",NA,NA,"U","0","","A",NA,FALSE,NA,NA,6478391.325,"00:00.0","00:00.0",321613.125,321613.125,321613.125,3895676.2,-727973.8,-727973.8,2261102,6884752,6884752,0,1,0,1,1,3,1,"00:00.0","00:00.0","","","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,1,1,NA,NA,1,"Indefinite Delivery Contract","1","1","1","6478391.3250","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
21865287,"SINGLE AWARD",NA,"6/25/2010","6/25/2010",1,662510,662510,662510,2010,2010,1,"SPM30008D3196","530Q",NA,NA,226449,NA,"97AS","SPM300",NA,NA,"J","0","","A",NA,TRUE,NA,NA,662510,"00:00.0","00:00.0",0,0,0,0,0,0,662510,662510,662510,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2786","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,1,1,NA,NA,1,"Indefinite Delivery Contract","3","1","1","662510.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
19178075,"SINGLE AWARD",NA,"7/24/2009","7/24/2009",1,117266,117266,117266,2009,2009,1,"N6247308D3822","15",NA,NA,155830,NA,"1700","N62473",NA,NA,"J","0","","B",NA,TRUE,NA,NA,117266,"00:00.0","00:00.0",0,0,0,0,0,0,117266,117266,117266,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2940","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,0,0,0,1,"Indefinite Delivery Contract","1","0","0","NULL","0","0","SINGLE AWARD","1","Indefinite Delivery Contract"
25146899,NA,NA,"1/31/2018","9/30/2013",4,10402767.37,22273902,74491683,2013,2013,0,"","FA445213C0007",NA,NA,23356,NA,"5700","FA4452",NA,NA,"U","0","","A",NA,FALSE,NA,NA,10402767.37,"00:00.0","00:00.0",0,0,0,0,0,0,7538538,7538538,74491683,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2844","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"4","1","1","25268115.5100","NULL","NULL","NULL","0","Definitive Contract"
