"CSIScontractID","LastSignedLastDateToOrder","LastUltimateCompletionDate","LastCurrentCompletionDate","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode","statutoryexceptiontofairopportunity","extentcompeted","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","UnmodifiedNumberOfOffersReceived","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork","IsFullAndOpen","IsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","numberofoffersreceived","multipleorsingleawardidc","AwardOrIDVcontractactiontype","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","MajorCommandID","simplearea"
543247,NA,NA,"2004-08-31",23,17131448,0,0,2002,2004,0,"","DACA4502C0020",NA,NA,23356,"","2100","",NA,NA,"J","","","A",NA,"True",NA,NA,17131448,"2002-07-15 00:00:00.0000000","2004-06-03 00:00:00.0000000",454884,0,0,3776564,0,0,12900000,0,0,NA,0,1,0,21,1,1,1,1,1,NA,NA,6,NA,"Definitive Contract","2003-10-14 00:00:00.0000000","","","ORG-2872","Services"
1454892,NA,NA,"2002-09-30",22,1399153516,0,0,2002,2002,0,"","FXXXXX02XXXXX",NA,NA,23356,"","5700","WA01",NA,NA,"","3000","","",NA,"",NA,NA,1399153516,"2002-09-30 00:00:00.0000000","2002-09-30 00:00:00.0000000",0,0,0,0,0,0,1399153516,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,1,NA,"Definitive Contract","2002-09-30 00:00:00.0000000","","","","Products"
25044001,NA,"2008-09-27","2008-09-27",5,3393623.63,3393623.63,3393623.63,2007,2009,1,"W91WAW07D0025","0001",NA,NA,17430,"","2100","W91WAW",NA,NA,"","000","","A",NA,"True",NA,NA,3393623.63,"2007-09-28 00:00:00.0000000","2008-12-03 00:00:00.0000000",0,0,0,-56.37,-56.37,-56.37,3716029,4508240,4508240,NA,0,1,0,0,0,1,1,1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract","2008-09-27 00:00:00.0000000","2008-09-27 00:00:00.0000000","","","Services"
14107065,NA,NA,"2005-09-15",1,4081500,0,0,2005,2005,1,"GS07F0056J","N0010405FD268",NA,NA,159241,"","1700","N00104",NA,NA,"NO","000","","A",NA,"",NA,NA,4081500,"2005-03-08 00:00:00.0000000","2005-03-08 00:00:00.0000000",0,0,0,0,0,0,4081500,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule","2005-09-15 00:00:00.0000000","","","ORG-2937","Products"
17591975,NA,NA,"2001-07-31",1,14700000,0,0,2001,2001,1,"GS35F0129K","N0018901F0441",NA,NA,224608,"","1700","RA10A",NA,NA,"NO","2000","","A",NA,"",NA,NA,14700000,"2000-12-29 00:00:00.0000000","2000-12-29 00:00:00.0000000",0,0,0,0,0,0,14700000,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,"MULTIPLE AWARD","Federal Supply Schedule","2001-07-31 00:00:00.0000000","","","ORG-2937","Services"
24502416,NA,"2012-07-27","2012-07-27",73,295610763.795,295610763.795,370230508.485,2008,2013,1,"W15P7T06DE404","0009",NA,NA,282530,"","2100","W15P7T",NA,NA,"Y","000","FAIR","A",NA,"False",NA,NA,295610763.795,"2008-03-07 00:00:00.0000000","2013-09-27 00:00:00.0000000",0,0,0,69272000,69272000,-74477835.81,17725302,17725302,305394008.49,NA,0,1,0,1,1,7,1,0,1,NA,NA,2,"MULTIPLE AWARD","Indefinite Delivery Contract","2008-06-16 00:00:00.0000000","2011-03-01 00:00:00.0000000","","ORG-2877","Services"
18089501,NA,"2011-02-16","2011-02-16",35,3829550.42,3907985.88,3907985.88,2005,2011,1,"GS35F5188H","HC101305F2194",NA,NA,382980,"","97AK","",NA,NA,"","000","FAIR","A",NA,"True",NA,NA,3829550.42,"2005-02-15 00:00:00.0000000","2011-02-16 00:00:00.0000000",0,0,0,3060119.59,3286940.6,948594.34,179455.72,179455.72,967827.2,NA,1,1,0,0,0,17,1,0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule","2006-02-28 00:00:00.0000000","2006-02-28 00:00:00.0000000","","","Services"
19159665,NA,"2008-04-22","2008-04-22",8,3215654.62,0,0,2005,2012,1,"N6247203D0057","0031",NA,NA,409779,"","1700","",NA,NA,"R","ZOP","","A",NA,"False",NA,NA,3215654.62,"2005-01-05 00:00:00.0000000","2012-08-17 00:00:00.0000000",1523439,0,0,310089,0,0,8010,0,0,NA,1,1,0,4,1,1,1,1,1,NA,NA,5,"SINGLE AWARD","Indefinite Delivery Contract","2006-01-10 00:00:00.0000000","","","ORG-2940","Services"
17876162,NA,NA,"2003-10-01",1,42025,0,0,2004,2004,1,"GS35F4076D","DADA0903F1459",NA,NA,197245,"","2100","W81K00",NA,NA,"NO","000","","A",NA,"",NA,NA,42025,"2003-10-01 00:00:00.0000000","2003-10-01 00:00:00.0000000",0,0,0,0,0,0,42025,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,"MULTIPLE AWARD","Federal Supply Schedule","2003-10-01 00:00:00.0000000","","","ORG-2875","Products"
1148145,NA,"2014-03-31","2014-03-31",753,3383370734.94,872698147.52,850599582.76,2000,2013,0,"","F0470196C0025",NA,NA,23356,"","","",NA,NA,"","","","A",NA,"",NA,NA,3383370734.94,"1999-11-29 00:00:00.0000000","2013-09-30 00:00:00.0000000",244998209.82,57276673.82,57276673.82,1487507662.5175,448368809.8975,435394677.0375,0,0,0,NA,1,1,0,35,1,370,1,1,1,NA,NA,2,NA,"Definitive Contract","2012-12-31 00:00:00.0000000","","","ORG-2834","Products"
20426652,NA,"2010-05-25","2010-05-25",2,280807680,280807680,280807680,2009,2010,1,"SP060009D0467","B001",NA,NA,334455,"","97AS","SP0600",NA,NA,"K","000","","A",NA,"True",NA,NA,280807680,"2009-03-24 00:00:00.0000000","2010-05-06 00:00:00.0000000",0,0,0,0,0,0,280807680,280807680,280807680,NA,0,1,0,0,0,0,0,1,1,NA,NA,26,"SINGLE AWARD","Indefinite Delivery Contract","2010-04-30 00:00:00.0000000","2010-04-30 00:00:00.0000000","","ORG-2775","Products"
8316258,NA,"2012-10-10","2012-10-10",78,1427971530,1511368389.7,1534368389.7,2007,2013,0,"","W912DR07C0027",NA,NA,23356,"","2100","W912DR",NA,NA,"","000","","A",NA,"True",NA,NA,1427971530,"2007-08-10 00:00:00.0000000","2013-08-22 00:00:00.0000000",7564246,396299018,396299018,132424932.7,331945159.7,94991159.7,4.2e+07,334391000,1441393000,NA,0,1,0,42,1,16,1,1,1,NA,NA,1,NA,"Definitive Contract","2011-10-20 00:00:00.0000000","2011-10-20 00:00:00.0000000","","ORG-2872","Services"
24821558,NA,"2012-10-31","2012-10-31",1,2183987.04,2183987.04,2183987.04,2012,2012,1,"W912HV11D0009","0001",NA,NA,309643,"","2100","W912HV",NA,NA,"J","000","","A",NA,"True",NA,NA,2183987.04,"2012-03-20 00:00:00.0000000","2012-03-20 00:00:00.0000000",0,0,0,0,0,0,2183987.04,2183987.04,2183987.04,1,0,0,0,0,0,0,0,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2012-10-31 00:00:00.0000000","2012-10-31 00:00:00.0000000","","ORG-2872","Services"
1361535,NA,"2009-03-03","2009-03-03",6,939797.86,939797.86,939797.86,2007,2009,0,"","FA810407C0203",NA,NA,23356,"","5700","",NA,NA,"J","000","","A",NA,"True",NA,NA,939797.86,"2007-07-31 00:00:00.0000000","2009-03-03 00:00:00.0000000",0,0,0,-3102.14,-3102.14,-3102.14,942900,942900,942900,NA,0,1,0,0,0,2,1,1,1,NA,NA,1,NA,"Definitive Contract","2008-08-29 00:00:00.0000000","2008-08-29 00:00:00.0000000","","ORG-2825","Products"
1147130,NA,"2014-12-31","2014-09-24",451,682555669.8784,740862875.7335,788114790.8507,2003,2013,0,"","F0468403C0050",NA,NA,23356,"","5700","",NA,NA,"","000","","D",NA,"",NA,NA,682555669.8784,"2003-07-11 00:00:00.0000000","2013-10-01 00:00:00.0000000",18345474.06,1743015.71,3599783.83,216067663.5379,603324516.2657,252801363.7629,4e+05,4e+05,4e+05,NA,1,1,1,15,1,258,1,0,1,NA,NA,7,NA,"Definitive Contract","2003-09-30 00:00:00.0000000","2003-09-30 00:00:00.0000000","","ORG-2834","Services"
24795386,NA,"2009-09-29","2009-09-29",1,2341500,2341500,2341500,2008,2008,1,"W912DY04D0022","0062",NA,NA,404194,"","2100","W912DY",NA,NA,"J","000","FAIR","D",NA,"True",NA,NA,2341500,"2008-09-30 00:00:00.0000000","2008-09-30 00:00:00.0000000",0,0,0,0,0,0,2341500,2341500,2341500,0,0,0,0,0,0,0,0,0,1,NA,NA,0,"MULTIPLE AWARD","Indefinite Delivery Contract","2009-09-29 00:00:00.0000000","2009-09-29 00:00:00.0000000","","ORG-2872","Services"
17564223,NA,"2013-03-31","2013-03-31",21,32961036.98,32961036.98,32961037.78,2008,2013,1,"GS35F0060J","HTC71108F0031",NA,NA,148557,"","9776","HTC711",NA,NA,"","000","FAIR","A",NA,"True",NA,NA,32961036.98,"2008-06-03 00:00:00.0000000","2013-01-24 00:00:00.0000000",474017.2,474017.2,1507456.37,21820708.73,31792897.78,9574811.41,694122,694122,21878770,NA,0,1,0,3,1,12,1,0,1,NA,NA,2,"MULTIPLE AWARD","Federal Supply Schedule","2008-09-30 00:00:00.0000000","2012-09-30 00:00:00.0000000","","","Services"
8350291,NA,"2011-05-11","2011-05-11",26,21058079.99,21058079.99,21058079.99,2009,2011,0,"","W912HY09C0032",NA,NA,23356,"","2100","W912HY",NA,NA,"J","000","","A",NA,"True",NA,NA,21058079.99,"2009-08-31 00:00:00.0000000","2011-07-05 00:00:00.0000000",630900,630900,630900,1017291.67,1017291.67,1017291.67,20410249,20410249,20410249,NA,0,1,0,6,1,16,1,1,1,NA,NA,2,NA,"Definitive Contract","2009-12-31 00:00:00.0000000","2009-12-31 00:00:00.0000000","","ORG-2872","Services"
20426639,NA,"2010-01-31","2010-01-31",3,1750998108.14,1750998108.14,1750998108.14,2009,2010,1,"SP060009D0453","B001",NA,NA,25066,"","97AS","SP0600",NA,NA,"K","000","","A",NA,"True",NA,NA,1750998108.14,"2008-12-05 00:00:00.0000000","2009-12-31 00:00:00.0000000",131324.11,131324.11,131324.11,12761661.49,12761661.49,12761661.49,1738105122.54,1738105122.54,1738105122.54,NA,0,1,0,1,1,1,1,1,1,NA,NA,13,"SINGLE AWARD","Indefinite Delivery Contract","2009-12-31 00:00:00.0000000","2010-01-30 00:00:00.0000000","","ORG-2775","Products"
24541750,NA,"2011-12-31","2011-12-31",38,179363146.57,179363146.57,179363146.57,2010,2012,1,"W52P1J10D0011","0001",NA,NA,185241,"","2100","",NA,NA,"J","000","","A",NA,"True",NA,NA,179363146.57,"2009-11-25 00:00:00.0000000","2012-04-26 00:00:00.0000000",29359950.21,29359950.21,29359950.21,55266587.2,55266587.2,55266587.2,50000,50000,50000,NA,0,1,0,9,1,7,1,1,1,NA,NA,4,"SINGLE AWARD","Indefinite Delivery Contract","2010-05-24 00:00:00.0000000","2010-05-24 00:00:00.0000000","","ORG-2877","Services"
19734440,NA,NA,"2002-02-21",3,8536731,0,0,2001,2002,1,"SP010000D4021","11",NA,NA,358191,"","97AS","0100",NA,NA,"J","4000","","A",NA,"True",NA,NA,8536731,"2000-10-24 00:00:00.0000000","2002-02-21 00:00:00.0000000",0,0,0,0,0,0,8257341,0,0,NA,0,1,0,0,0,0,0,0,1,NA,NA,3,"MULTIPLE AWARD","Indefinite Delivery Contract","2001-10-30 00:00:00.0000000","","","","Products"
24634422,NA,"2013-02-09","2013-02-09",10,12027899.0194,12027899.0194,12027899.0194,2011,2013,1,"W911S007D0008","0074",NA,NA,294522,"","","",NA,NA,"J","000","","A",NA,"True",NA,NA,12027899.0194,"2011-08-10 00:00:00.0000000","2013-05-06 00:00:00.0000000",0,0,0,35109.3594,35109.3594,35109.3594,1956972.72,1956972.72,1956972.72,NA,0,1,0,0,0,1,1,1,1,NA,NA,26,"SINGLE AWARD","Indefinite Delivery Contract","2012-08-09 00:00:00.0000000","2012-08-09 00:00:00.0000000","","ORG-2877","Services"
8142157,NA,"2008-05-12","2008-05-12",2,340000,340000,340000,2008,2008,0,"","W911SG08P0300",NA,NA,23356,"","2100","W911SG",NA,NA,"J","000","","D",NA,"True",NA,NA,340000,"2008-03-03 00:00:00.0000000","2008-03-05 00:00:00.0000000",40000,40000,40000,0,0,0,3e+05,3e+05,3e+05,NA,0,1,0,1,1,0,0,0,1,NA,NA,2,NA,"Purchase Order","2008-05-12 00:00:00.0000000","2008-05-12 00:00:00.0000000","","ORG-2876","Services"
9263116,NA,NA,"2001-06-20",1,49894,0,0,2000,2000,1,"DABT6099D0001","15",NA,NA,345707,"","2100","BT60",NA,NA,"U","1000","","A",NA,"False",NA,NA,49894,"2000-09-20 00:00:00.0000000","2000-09-20 00:00:00.0000000",0,0,0,0,0,0,49894,0,0,2,0,0,0,0,0,0,0,1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract","2001-06-20 00:00:00.0000000","","","ORG-2854","Services"
3376827,NA,"2012-03-31","2012-03-31",8,5848874.2,5848874.2,5848874.2,2010,2012,0,"","N4008010C0510",NA,NA,23356,"","1700","N40080",NA,NA,"J","000","","A",NA,"True",NA,NA,5848874.2,"2010-02-26 00:00:00.0000000","2012-02-29 00:00:00.0000000",2732064.2,2732064.2,2732064.2,0,0,0,3116810,3116810,3116810,NA,0,1,0,6,1,0,0,1,1,NA,NA,1,NA,"Definitive Contract","2010-08-14 00:00:00.0000000","2010-08-14 00:00:00.0000000","","ORG-2940","Services"
22048808,NA,NA,"2006-01-26",1,102050,0,0,2006,2006,1,"SPM30206AGC14","6026",NA,NA,321280,"","97AS","SPM302",NA,NA,"J","000","","A",NA,"True",NA,NA,102050,"2006-01-26 00:00:00.0000000","2006-01-26 00:00:00.0000000",0,0,0,0,0,0,102050,0,0,2,0,0,0,0,0,0,0,1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract","2006-01-26 00:00:00.0000000","","","ORG-2786","Products"
18271835,NA,"2011-04-26","2011-04-26",87,229223554.19,0,0,2006,2013,1,"HDTRA105D0003","0002",NA,NA,134256,"","","",NA,NA,"","000","","A",NA,"",NA,NA,229223554.19,"2005-11-23 00:00:00.0000000","2013-09-18 00:00:00.0000000",20368200,0,0,55748698.5,0,0,13910591,0,0,NA,0,1,0,10,1,5,1,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2006-11-15 00:00:00.0000000","","","","Services"
8806693,NA,NA,"2002-11-30",1,11904,0,0,2002,2002,1,"26397D0319","DASG6202F0049",NA,NA,350108,"","2100","SG62",NA,NA,"J","1000","","A",NA,"True",NA,NA,11904,"2002-06-21 00:00:00.0000000","2002-06-21 00:00:00.0000000",0,0,0,0,0,0,11904,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,1,NA,"Blanket Purchase Agreement","2002-11-30 00:00:00.0000000","","","ORG-2871","Products"
9824087,NA,NA,"2001-01-15",1,413883,0,0,2000,2000,1,"F0560400D8003","4001",NA,NA,28911,"","5700","CA17",NA,NA,"J","3000","","D",NA,"True",NA,NA,413883,"2000-06-30 00:00:00.0000000","2000-06-30 00:00:00.0000000",0,0,0,0,0,0,413883,0,0,6,0,0,0,0,0,0,0,0,1,NA,NA,6,"MULTIPLE AWARD","Indefinite Delivery Contract","2001-01-15 00:00:00.0000000","","","","Services"
24757589,NA,"2010-03-31","2010-03-31",4,850290.31,850290.31,850290.31,2010,2011,1,"W912CM06D0012","0028",NA,NA,172360,"","2100","W912CM",NA,NA,"J","000","","A",NA,"True",NA,NA,850290.31,"2010-03-01 00:00:00.0000000","2011-06-29 00:00:00.0000000",0,0,0,883827.53,883827.53,0,0,0,883827.53,NA,1,1,0,0,0,1,1,1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract","2010-03-31 00:00:00.0000000","2010-03-31 00:00:00.0000000","","ORG-2877","Services"
18804623,NA,"2016-02-03","2013-09-04",28,11691752.49,23612745,39312779,2011,2013,1,"N0017808D5603","FC02",NA,NA,176316,"","1700","N00164",NA,NA,"U","000","FAIR","A",NA,"False",NA,NA,11691752.49,"2011-02-04 00:00:00.0000000","2013-09-04 00:00:00.0000000",0,0,0,0,0,0,1970000,15975857,39312779,NA,0,1,0,0,0,0,0,0,1,NA,NA,2,"MULTIPLE AWARD","Indefinite Delivery Contract","2013-02-03 00:00:00.0000000","2016-02-03 00:00:00.0000000","","ORG-2941","Services"
9779933,NA,"2011-12-31","2011-12-31",19,4859627.46,5024998,5024998,2008,2012,1,"DTRA0203D0002","0054",NA,NA,434782,"","9761","HDTRA2",NA,NA,"U","000","","A",NA,"False",NA,NA,4859627.46,"2008-04-15 00:00:00.0000000","2012-06-27 00:00:00.0000000",0,0,0,814600,1600000,1600000,1374000,3424998,3424998,NA,0,1,0,0,0,1,1,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2009-04-30 00:00:00.0000000","2009-04-30 00:00:00.0000000","","","R&D"
24504322,NA,"2009-12-30","2009-12-30",7,24370137,24370137,24370137,2008,2013,1,"W15P7T07DK001","0006",NA,NA,395774,"","2100","W15P7T",NA,NA,"J","000","","A",NA,"True",NA,NA,24370137,"2008-07-23 00:00:00.0000000","2012-10-25 00:00:00.0000000",0,0,0,0,0,0,24370137,24370137,24370137,NA,0,1,0,0,0,2,1,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2009-12-30 00:00:00.0000000","2012-09-26 00:00:00.0000000","","ORG-2877","Products"
8609046,NA,"2007-02-21","2007-02-21",1,780000,780000,780000,2007,2007,0,"","W91GY007M0305",NA,NA,23356,"","2100","W91GY0",NA,NA,"J","000","","A",NA,"True",NA,NA,780000,"2007-02-21 00:00:00.0000000","2007-02-21 00:00:00.0000000",0,0,0,0,0,0,780000,780000,780000,1,0,0,0,0,0,0,0,1,1,NA,NA,1,NA,"Purchase Order","2007-02-21 00:00:00.0000000","2007-02-21 00:00:00.0000000","","ORG-2874","Products"
2966301,NA,"2009-09-30","2009-09-30",46,579339242,0,0,2002,2013,0,"","N0003001C0100",NA,NA,23356,"","1700","",NA,NA,"","","","",NA,"False",NA,NA,579339242,"2001-12-14 00:00:00.0000000","2013-09-26 00:00:00.0000000",0,0,0,504831281,0,0,0,0,0,NA,1,1,1,0,0,7,1,0,1,1,0,1,NA,"Definitive Contract","2003-08-31 00:00:00.0000000","2003-08-31 00:00:00.0000000","","ORG-2942",""
9960691,NA,"2007-04-10","2007-04-10",4,833789.2,0,0,2006,2009,1,"FA002105D0003","3036",NA,NA,36461,"","5700","FA0021",NA,NA,"J","000","FAIR","D",NA,"True",NA,NA,833789.2,"2006-04-11 00:00:00.0000000","2007-06-13 00:00:00.0000000",0,0,0,0,0,0,806214,0,0,NA,1,1,0,0,0,0,0,0,1,NA,NA,2,"MULTIPLE AWARD","Indefinite Delivery Contract","2007-04-10 00:00:00.0000000","","","ORG-2842","Services"
18630034,NA,"2008-12-31","2008-12-31",5,11135263,11138903,11138903,2007,2009,1,"M6785407D5028","0002",NA,NA,5667,"","1700","M67854",NA,NA,"","000","","A",NA,"True",NA,NA,11135263,"2007-02-23 00:00:00.0000000","2008-10-03 00:00:00.0000000",124613,124613,124613,-3640,0,0,11014290,11014290,11014290,NA,0,1,0,2,1,2,1,1,1,NA,NA,10,"SINGLE AWARD","Indefinite Delivery Contract","2007-02-23 00:00:00.0000000","2007-02-23 00:00:00.0000000","","ORG-2943","Products"
8489450,NA,"2012-04-11","2012-04-11",12,11568387.75,11568387.75,11568387.75,2010,2012,0,"","W912QR10C0010",NA,NA,23356,"","2100","W912QR",NA,NA,"J","000","","D",NA,"True",NA,NA,11568387.75,"2009-11-30 00:00:00.0000000","2012-01-23 00:00:00.0000000",0,0,0,1245386.75,1245386.75,1245386.75,10323001,10323001,10323001,NA,0,1,0,0,0,11,1,0,1,NA,NA,4,NA,"Definitive Contract","2011-05-31 00:00:00.0000000","2011-05-31 00:00:00.0000000","","ORG-2872","Services"
18020181,NA,NA,"2004-10-30",1,706050,0,0,2004,2004,1,"GS35F4564G","FA670304F0188",NA,NA,287013,"","5700","MA09",NA,NA,"NO","000","","A",NA,"",NA,NA,706050,"2004-09-30 00:00:00.0000000","2004-09-30 00:00:00.0000000",0,0,0,0,0,0,706050,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,"MULTIPLE AWARD","Federal Supply Schedule","2004-10-30 00:00:00.0000000","","","","Products"
8314728,NA,"2008-03-31","2008-03-31",30,5832642.08,0,0,2004,2011,0,"","W912DR04C0015",NA,NA,23356,"","2100","W912DR",NA,NA,"J","000","","A",NA,"True",NA,NA,5832642.08,"2004-02-17 00:00:00.0000000","2008-11-29 00:00:00.0000000",2118587,0,0,21800,0,0,3669000,0,0,NA,0,1,0,27,1,1,1,1,1,NA,NA,7,NA,"Definitive Contract","2004-06-01 00:00:00.0000000","","","ORG-2872","Services"
493545,NA,"2006-06-30","2006-06-30",71,113364151.84,0,0,2001,2011,0,"","DAAH0101C0139",NA,NA,23356,"","2100","",NA,NA,"","000","","A",NA,"",NA,NA,113364151.84,"2001-08-22 00:00:00.0000000","2011-06-02 00:00:00.0000000",15767398,0,0,17791918,0,0,1117218,0,0,NA,0,1,0,10,1,4,1,1,1,NA,NA,5,NA,"Definitive Contract","2005-09-30 00:00:00.0000000","2005-09-30 00:00:00.0000000","","ORG-2877","R&D"
1154163,NA,"2013-05-13","2013-05-13",185,641644937.07,639961196.07,642423224.07,2000,2013,0,"","F0865000C0005",NA,NA,23356,"","5700","",NA,NA,"","000","","A",NA,"False",NA,NA,641644937.07,"2000-02-03 00:00:00.0000000","2013-04-30 00:00:00.0000000",6843869,303406,303627,112409372,-453489,-453489,30300000,30297598,581631750,NA,1,1,0,18,1,55,1,1,1,NA,NA,4,NA,"Definitive Contract","2006-09-30 00:00:00.0000000","2007-09-30 00:00:00.0000000","","ORG-2834","Services"
20414655,NA,NA,"2003-03-31",2,40400000,0,0,2000,2000,1,"SP060000D4001","2028",NA,NA,79954,"","97AS","0600",NA,NA,"K","4000","","A",NA,"True",NA,NA,40400000,"2000-05-16 00:00:00.0000000","2000-05-16 00:00:00.0000000",0,0,0,40400000,0,0,0,0,0,NA,0,1,0,0,0,1,1,1,1,NA,NA,26,"SINGLE AWARD","Indefinite Delivery Contract","2003-03-31 00:00:00.0000000","","","","Products"
7931406,NA,"2012-03-30","2012-03-30",205,122594817.24,0,0,2006,2013,0,"","W31P4Q06C0274",NA,NA,23356,"","2100","W31P4Q",NA,NA,"J","","","",NA,"True",NA,NA,122594817.24,"2006-03-31 00:00:00.0000000","2013-08-23 00:00:00.0000000",0,0,0,105129729.85,0,0,7780389,0,0,NA,0,1,0,3,1,135,1,0,1,1,0,1,NA,"Definitive Contract","2009-09-30 00:00:00.0000000","2011-03-31 00:00:00.0000000","","ORG-2877","Products"
18613079,NA,"2007-09-30","2007-05-31",210,31964793.49,31964793.49,31964793.49,2007,2007,1,"M2013307D7001","0705",NA,NA,2282,"","1700","M20133",NA,NA,"J","000","","A",NA,"True",NA,NA,31964793.49,"2007-05-01 00:00:00.0000000","2007-05-01 00:00:00.0000000",0,0,0,0,0,0,31964793.49,31964793.49,31964793.49,3,0,0,0,0,0,0,0,1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract","2007-05-31 00:00:00.0000000","2007-09-30 00:00:00.0000000","","ORG-2943","Products"
14458756,NA,"2008-07-24","2008-07-24",1,3362,3362,3362,2008,2008,1,"GS07F9380G","W912JV08F7016",NA,NA,18470,"","2100","W912JV",NA,NA,"J","000","FAIR","A",NA,"True",NA,NA,3362,"2008-06-24 00:00:00.0000000","2008-06-24 00:00:00.0000000",0,0,0,0,0,0,3362,3362,3362,1,0,0,0,0,0,0,0,0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule","2008-07-24 00:00:00.0000000","2008-07-24 00:00:00.0000000","","ORG-2869","Products"
24589886,NA,"2014-06-04","2014-06-04",17,386908.1491,386908.1503,465082.9502,2009,2013,1,"W81K0409D0022","0X08",NA,NA,436548,"","2100","W91YTZ",NA,NA,"","000","FAIR","D",NA,"True",NA,NA,386908.1491,"2009-10-01 00:00:00.0000000","2013-09-03 00:00:00.0000000",-22494.76,-22494.76,-22494.76,0,392627.68,0,0,123319.84,625978.4,NA,1,1,1,2,1,3,1,0,1,NA,NA,7,"MULTIPLE AWARD","Indefinite Delivery Contract","2014-06-04 00:00:00.0000000","2014-06-04 00:00:00.0000000","","ORG-2875","Services"
20431382,NA,"2013-01-30","2013-01-30",7,1096613995.9121,1096613995.9121,1096613995.9121,2012,2013,1,"SP060012D0452","B001",NA,NA,276428,"","97AS","SP0600",NA,NA,"K","000","","A",NA,"True",NA,NA,1096613995.9121,"2011-12-16 00:00:00.0000000","3013-03-28 00:00:00.0000000",0,0,0,0,0,0,1095855536,1095855536,1095855536,NA,0,1,0,0,0,0,0,1,1,NA,NA,16,"SINGLE AWARD","Indefinite Delivery Contract","2013-01-30 00:00:00.0000000","2013-01-30 00:00:00.0000000","","ORG-2775","Products"
9171489,NA,NA,"2008-09-30",43,222216696,0,0,2001,2002,1,"DAAE0700DM051","1",NA,NA,434202,"","2100","AE07",NA,NA,"","1000","","A",NA,"",NA,NA,222216696,"2000-11-16 00:00:00.0000000","2002-09-26 00:00:00.0000000",12109189,0,0,5250548,0,0,61700000,0,0,NA,0,1,0,20,1,4,1,1,1,NA,NA,17,"SINGLE AWARD","Indefinite Delivery Contract","2006-06-30 00:00:00.0000000","","","ORG-2877","Products"
9437692,NA,"2011-08-23","2011-08-23",199,161037262.39,0,0,2004,2011,1,"DCA20002D5001","0021",NA,NA,341420,"","97AK","",NA,NA,"","000","","A",NA,"",NA,NA,161037262.39,"2004-02-10 00:00:00.0000000","2011-08-23 00:00:00.0000000",0,0,0,129955766.96,0,0,0,0,0,NA,1,1,0,0,0,122,1,1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract","2006-02-09 00:00:00.0000000","","","","Services"
24933188,NA,"2008-08-10","2008-08-10",3,4039256.25,4039256.25,4039256.25,2008,2008,1,"W91GDW08A4000","0004",NA,NA,357094,"","2100","W91GDW",NA,NA,"J","000","","A",NA,"True",NA,NA,4039256.25,"2007-10-31 00:00:00.0000000","2008-08-10 00:00:00.0000000",0,0,0,0,0,0,3430338,3430338,3430338,NA,0,1,0,0,0,0,0,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2007-10-31 00:00:00.0000000","2007-10-31 00:00:00.0000000","","ORG-2874","Products"
