"systemequipmentcode","CSIScontractID","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","MajorCommandID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode2","statutoryexceptiontofairopportunity","extentcompeted","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","UnmodifiedNumberOfOffersReceived","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork","LastSignedLastDateToOrder","LastUltimateCompletionDate","LastCurrentCompletionDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","IsFullAndOpen","IsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","numberofoffersreceived","multipleorsingleawardidc","AwardOrIDVcontractactiontype"
"180","3053155","1","7093","7093","7093","2007","2007","0","","N0016407P1193","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","7093","2007-06-02 00:00:00.0000000","2007-06-02 00:00:00.0000000","7093","7093","7093","1","0","0","0","0","0","0","0","NA","2007-06-25","2007-06-25","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"198","18983394","1","2839","0","0","2005","2005","1","N0060400A0060","41AA","NA","","432523","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","2839","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","2839","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18983002","185","881","0","0","2005","2005","1","N0060400A0019","18AA","NA","","15742","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","881","2005-03-08 00:00:00.0000000","2005-03-08 00:00:00.0000000","881","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-08","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"515","18801149","4","1162770.37","1162770.37","1162770.37","2008","2009","1","N0017804D4066","MU61","NA","","362218","","1700","M67854","NA","NA","NA","U","515","FAIR","A","NA","False","NA","NA","1162770.37","2008-04-07 00:00:00.0000000","2009-06-23 00:00:00.0000000","1976679","1976679","1976679","NA","0","1","0","0","0","2","1","NA","2009-06-23","2009-06-23","0","0","0","-813908.63","-813908.63","-813908.63",0,1,NA,NA,6,"MULTIPLE AWARD","Indefinite Delivery Contract"
"198","19220863","1","17831","0","0","2005","2005","1","N6264903D0008","L345","NA","","116077","","1700","N32778","NA","NA","NA","J","198","","A","NA","True","NA","NA","17831","2005-03-24 00:00:00.0000000","2005-03-24 00:00:00.0000000","17831","0","0","3","0","0","0","0","0","0","0","NA","NA","2005-04-15","0","0","0","0","0","0",1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18983328","1","605","0","0","2005","2005","1","N0060400A0038","6001","NA","","321407","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","605","2005-02-16 00:00:00.0000000","2005-02-16 00:00:00.0000000","605","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-02-28","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3047367","1","6240","0","0","2005","2005","0","","N0016405M0442","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","6240","2005-09-27 00:00:00.0000000","2005-09-27 00:00:00.0000000","6240","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-09-30","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"515","17701272","1","17844","0","0","2006","2006","1","GS35F0321M","M6785406F0007","NA","","92964","","1700","M67854","NA","NA","NA","NO","515","","A","NA","","NA","NA","17844","2005-11-08 00:00:00.0000000","2005-11-08 00:00:00.0000000","17844","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-09-30","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"180","18706538","1","25240","0","0","2006","2006","1","N0010401DX407","FC17","NA","","222048","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","25240","2006-06-12 00:00:00.0000000","2006-06-12 00:00:00.0000000","25240","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-09-12","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"198","19220809","1","31175","0","0","2004","2004","1","N6264903D0008","4L295","NA","","116077","","1700","UH503","NA","NA","NA","J","198","","A","NA","True","NA","NA","31175","2004-04-26 00:00:00.0000000","2004-04-26 00:00:00.0000000","31175","0","0","3","0","0","0","0","0","0","0","NA","NA","2004-06-09","0","0","0","0","0","0",1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18982922","1","2643","0","0","2005","2005","1","N0060400A0002","6018","NA","","302894","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","2643","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","2643","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18983337","1","1553","0","0","2005","2005","1","N0060400A0060","04AB","NA","","432523","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","1553","2005-03-16 00:00:00.0000000","2005-03-16 00:00:00.0000000","1553","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-31","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3047788","1","6275","0","0","2005","2005","0","","N0016405P0471","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","6275","2005-03-02 00:00:00.0000000","2005-03-02 00:00:00.0000000","6275","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-03-21","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"515","18281764","1","43525.31","43525.31","1268374.66","2004","2004","1","HE128004D0007","0001","NA","","194677","","97F2","HE1280","NA","NA","NA","J","515","","A","NA","True","NA","NA","43525.31","2004-07-29 00:00:00.0000000","2004-07-29 00:00:00.0000000","43525.31","43525.31","1268374.66","7","0","0","0","0","0","0","0","NA","2007-09-30","2004-09-30","0","0","0","0","0","0",1,1,NA,NA,7,"SINGLE AWARD","Indefinite Delivery Contract"
"516","19265805","1","2005","2005","2005","2009","2009","1","N6278907G0001","0073","NA","","264923","","1700","N62789","NA","NA","NA","J","516","","C","NA","True","NA","NA","2005","2009-07-20 00:00:00.0000000","2009-07-20 00:00:00.0000000","2005","2005","2005","1","0","0","0","0","0","0","0","NA","2009-07-20","2009-07-20","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","18776248","16","812710.19","0","0","2005","2013","1","N0016401D0039","0026","NA","","370859","","","","NA","NA","NA","U","180","","A","NA","False","NA","NA","812710.19","2005-09-30 00:00:00.0000000","2013-03-25 00:00:00.0000000","1000","0","0","NA","0","1","0","0","0","1","1","NA","2006-09-28","2006-09-28","0","0","0","-63820.81","0","0",1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","14356198","1","84304","84304","84304","2007","2007","1","GS07F5897P","N0016407F0561","NA","","273613","","1700","N00164","NA","NA","NA","J","180","URG","A","NA","True","NA","NA","84304","2007-08-06 00:00:00.0000000","2007-08-06 00:00:00.0000000","84304","84304","84304","1","0","0","0","0","0","0","0","NA","2007-09-18","2007-09-18","0","0","0","0","0","0",0,0,0,0,1,"MULTIPLE AWARD","Federal Supply Schedule"
"198","3248666","2","163115","0","0","2006","2006","0","","N0038306CH002","NA","","23356","","1700","N00383","NA","NA","NA","J","","","D","NA","True","NA","NA","163115","2005-10-17 00:00:00.0000000","2006-08-14 00:00:00.0000000","163115","0","0","NA","0","1","0","0","0","0","0","NA","2007-02-09","2007-02-09","0","0","0","0","0","0",0,1,0,0,3,NA,"Definitive Contract"
"374","18776987","1","35226","0","0","2005","2005","1","N0016403D0003","0003","NA","","183457","","1700","N00164","NA","NA","NA","J","374","","C","NA","True","NA","NA","35226","2004-12-03 00:00:00.0000000","2004-12-03 00:00:00.0000000","35226","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-05-27","0","0","0","0","0","0",0,0,0,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"1AIH","9209431","1","0","0","8e+06","2003","2003","1","DAAH2303D0098","1531","NA","","79948","","2100","AH23","NA","NA","NA","Y","1AIH","","C","NA","False","NA","NA","0","2002-12-19 00:00:00.0000000","2002-12-19 00:00:00.0000000","0","0","8e+06","1","0","0","0","0","0","0","0","NA","NA","2006-12-31","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3052122","1","7035","7035","7035","2007","2007","0","","N0016407P0071","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","7035","2006-10-24 00:00:00.0000000","2006-10-24 00:00:00.0000000","7035","7035","7035","0","0","0","0","0","0","0","0","NA","2006-11-24","2006-11-24","0","0","0","0","0","0",1,1,NA,NA,0,NA,"Purchase Order"
"198","18982862","1","606","0","0","2005","2005","1","N0060400A0002","1025","NA","","302894","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","606","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","606","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"374","2965313","11","28165426","39251203","53414063","2012","2013","0","","N0002412C6309","NA","","23356","","1700","N00024","NA","NA","NA","U","374","","C","NA","False","NA","NA","28165426","2012-10-01 00:00:00.0000000","2013-09-19 00:00:00.0000000","9095426","25278586","53414063","NA","0","1","0","0","0","1","1","NA","2014-03-31","2014-03-31","0","0","0","2987549","13972617","0",0,0,1,0,1,NA,"Definitive Contract"
"180","7931876","1","3740","0","0","2006","2006","0","","W31P4Q06P0292","NA","","23356","","2100","W31P4Q","NA","NA","NA","J","180","","C","NA","True","NA","NA","3740","2006-03-30 00:00:00.0000000","2006-03-30 00:00:00.0000000","3740","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-06-30","0","0","0","0","0","0",0,0,NA,NA,1,NA,"Purchase Order"
"198","19442603","3","7894","7894","7894","2007","2012","1","N6893607D0048","0001","NA","","305492","","1700","N68936","NA","NA","NA","Y","198","MG","A","NA","False","NA","NA","7894","2007-08-15 00:00:00.0000000","2012-08-13 00:00:00.0000000","7894","7894","7894","NA","0","1","0","0","0","0","0","NA","2009-08-14","2009-08-14","0","0","0","0","0","0",0,0,0,0,1,"MULTIPLE AWARD","Indefinite Delivery Contract"
"180","3055276","1","15432","15432","15432","2008","2008","0","","N0016408P0902","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","15432","2008-04-21 00:00:00.0000000","2008-04-21 00:00:00.0000000","15432","15432","15432","2","0","0","0","0","0","0","0","NA","2008-06-02","2008-06-02","0","0","0","0","0","0",1,1,NA,NA,2,NA,"Purchase Order"
"198","18894054","1","4680","0","0","2005","2005","1","N0038301G004H","5452","NA","","373966","","1700","N00383","NA","NA","NA","J","198","","C","NA","True","NA","NA","4680","2004-12-30 00:00:00.0000000","2004-12-30 00:00:00.0000000","4680","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-02-28","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3050636","1","14131","0","0","2006","2006","0","","N0016406P1288","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","14131","2006-05-11 00:00:00.0000000","2006-05-11 00:00:00.0000000","14131","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-05-24","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"180","18686836","4","8284865","8284865","8284865","2012","2013","1","N0002409G2304","ER07","NA","","208160","","1700","N62786","NA","NA","NA","U","180","","C","NA","False","NA","NA","8284865","2012-07-02 00:00:00.0000000","2013-06-26 00:00:00.0000000","6648098","6648098","6648098","NA","0","1","0","1","1","2","1","NA","2013-09-30","2013-09-30","1436767","1436767","1436767","2e+05","2e+05","2e+05",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18982896","1","319","0","0","2005","2005","1","N0060400A0002","41AA","NA","","302894","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","319","2005-03-16 00:00:00.0000000","2005-03-16 00:00:00.0000000","319","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-31","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18761202","3","42407.66","0","0","2005","2010","1","N0014003DH011","0045","NA","","362813","","","","NA","NA","NA","Z","","","E","NA","False","NA","NA","42407.66","2005-04-12 00:00:00.0000000","2010-01-25 00:00:00.0000000","50494","0","0","NA","0","1","0","1","1","0","0","NA","2011-01-27","2011-01-27","-7288","0","0","0","0","0",0,1,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3053052","1","3230","3230","3230","2007","2007","0","","N0016407P1073","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","3230","2007-04-27 00:00:00.0000000","2007-04-27 00:00:00.0000000","3230","3230","3230","0","0","0","0","0","0","0","0","NA","2007-05-24","2007-05-24","0","0","0","0","0","0",1,1,NA,NA,0,NA,"Purchase Order"
"515","17834539","1","3980","3980","3980","2009","2009","1","GS35F0782J","M6785409F0004","NA","","165332","","1700","M67854","NA","NA","NA","J","515","FAIR","A","NA","True","NA","NA","3980","2008-12-08 00:00:00.0000000","2008-12-08 00:00:00.0000000","3980","3980","3980","3","0","0","0","0","0","0","0","NA","2009-12-07","2009-12-07","0","0","0","0","0","0",0,1,NA,NA,3,"MULTIPLE AWARD","Federal Supply Schedule"
"515","2934931","7","3495015","3495015","8676600","2012","2013","0","","M6785412C0027","NA","","23356","","1700","M67854","NA","NA","NA","J","515","","A","NA","True","NA","NA","3495015","2012-08-03 00:00:00.0000000","2013-05-30 00:00:00.0000000","3495015","3495015","8676600","NA","0","1","0","0","0","0","0","NA","2014-08-06","2013-06-14","0","0","0","0","0","0",1,1,NA,NA,4,NA,"Definitive Contract"
"198","18983274","1","2994","0","0","2005","2005","1","N0060400A0036","40AB","NA","","206695","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","2994","2005-04-25 00:00:00.0000000","2005-04-25 00:00:00.0000000","2994","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-05-16","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","14172746","1","5323.94","5323.94","5323.94","2009","2009","1","GS07F0187M","N0016409F0145","NA","","95189","","1700","N00164","NA","NA","NA","J","180","FAIR","A","NA","True","NA","NA","5323.94","2009-04-03 00:00:00.0000000","2009-04-03 00:00:00.0000000","5323.94","5323.94","5323.94","0","0","0","0","0","0","0","0","NA","2009-04-10","2009-04-10","0","0","0","0","0","0",0,1,NA,NA,0,"MULTIPLE AWARD","Federal Supply Schedule"
"516","18687129","4","32827","32827","32827","2011","2012","1","N0002410G4314","L807","NA","","208989","","1700","N62789","NA","NA","NA","B","516","","C","NA","False","NA","NA","32827","2010-10-14 00:00:00.0000000","2012-03-14 00:00:00.0000000","84796","84796","84796","NA","0","1","0","1","1","1","1","NA","2011-02-12","2011-02-12","-11969","-51969","-51969","0","0","0",0,0,0,0,1,"SINGLE AWARD","Basic Ordering Agreement"
"198","18983901","1","2760","0","0","2005","2005","1","N0060404A0001","19AB","NA","","407185","","1700","N00604","NA","NA","NA","J","198","","B","NA","True","NA","NA","2760","2005-03-23 00:00:00.0000000","2005-03-23 00:00:00.0000000","2760","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-23","0","0","0","0","0","0",0,0,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","18715123","1","41883","0","0","2004","2004","1","N0010403G0300","5036","NA","","218774","","1700","JA118","NA","NA","NA","J","180","","C","NA","True","NA","NA","41883","2003-11-19 00:00:00.0000000","2003-11-19 00:00:00.0000000","41883","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-04-20","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","18775724","3","135561.04","0","0","2004","2008","1","N0016400D0031","0035","NA","","29124","","1700","","NA","NA","NA","U","","","B","NA","False","NA","NA","135561.04","2003-10-03 00:00:00.0000000","2007-10-19 00:00:00.0000000","50000","0","0","NA","1","1","0","0","0","1","1","NA","2004-09-30","2004-09-30","0","0","0","41000","0","0",0,0,0,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"301","2361169","12","1660792","0","0","2004","2006","0","","HR001104C0038","NA","","23356","","97AE","HR0011","NA","NA","NA","U","","","D","NA","False","NA","NA","1660792","2004-02-02 00:00:00.0000000","2006-07-13 00:00:00.0000000","3e+05","0","0","NA","0","1","0","5","1","0","0","NA","NA","2007-03-12","307000","0","0","0","0","0",0,1,NA,NA,2,NA,"Definitive Contract"
"180","3055213","2","21772","21772","21772","2008","2008","0","","N0016408P0832","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","21772","2008-04-08 00:00:00.0000000","2008-04-14 00:00:00.0000000","21772","21772","21772","NA","0","1","0","0","0","0","0","NA","2008-07-01","2008-07-01","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"180","18056750","1","13585","0","0","2005","2005","1","GS35F4748G","N0016405F0112","NA","","188698","","1700","N00164","NA","NA","NA","NO","180","","A","NA","","NA","NA","13585","2004-12-28 00:00:00.0000000","2004-12-28 00:00:00.0000000","13585","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-01-14","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3057440","1","5590.4","5590.4","5590.4","2009","2009","0","","N0016409P1181","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","5590.4","2009-09-28 00:00:00.0000000","2009-09-28 00:00:00.0000000","5590.4","5590.4","5590.4","3","0","0","0","0","0","0","0","NA","2009-12-07","2009-12-07","0","0","0","0","0","0",1,1,NA,NA,3,NA,"Purchase Order"
"301","18660562","2","112955","0","0","2006","2007","1","N0001906D0007","1008","NA","","433917","","1700","N00019","NA","NA","NA","U","","","C","NA","False","NA","NA","112955","2006-07-20 00:00:00.0000000","2006-11-29 00:00:00.0000000","112955","0","0","NA","0","1","0","0","0","1","1","NA","2007-03-31","2007-03-31","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","25855650","3","140760.3125","140760.3125","140760.3125","2013","2013","1","N0002409D4208","0049","NA","","69918","","1700","N00024","NA","NA","NA","S","180","","B","NA","False","NA","NA","140760.3125","2013-04-02 00:00:00.0000000","2013-08-13 00:00:00.0000000","244134","244134","244134","NA","0","1","0","0","0","0","0","NA","2013-06-14","2013-06-14","0","0","0","0","0","0",0,0,0,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18982933","1","1249","0","0","2005","2005","1","N0060400A0002","69AA","NA","","302894","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","1249","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","1249","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-31","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","17680440","1","7342","0","0","2005","2005","1","GS35F0279J","N0014005FE768","NA","","64783","","1700","N00140","NA","NA","NA","NO","198","","A","NA","","NA","NA","7342","2005-02-08 00:00:00.0000000","2005-02-08 00:00:00.0000000","7342","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-03-08","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"198","19220860","1","16291","0","0","2005","2005","1","N6264903D0008","L342","NA","","116077","","1700","N32778","NA","NA","NA","J","198","","A","NA","True","NA","NA","16291","2005-03-24 00:00:00.0000000","2005-03-24 00:00:00.0000000","16291","0","0","3","0","0","0","0","0","0","0","NA","NA","2005-04-15","0","0","0","0","0","0",1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract"
"198","3038802","5","5503481","0","0","2001","2004","0","","N0014001CD600","NA","","23356","","1700","RA13A","NA","NA","NA","J","","","A","NA","True","NA","NA","5503481","2001-03-01 00:00:00.0000000","2003-10-01 00:00:00.0000000","899804","0","0","NA","0","1","0","0","0","4","1","NA","NA","2004-09-30","0","0","0","4603677","0","0",1,1,NA,NA,3,NA,"Definitive Contract"
"198","19220806","1","35937","0","0","2004","2004","1","N6264903D0008","4L284","NA","","116077","","1700","UH503","NA","NA","NA","J","198","","A","NA","True","NA","NA","35937","2004-03-19 00:00:00.0000000","2004-03-19 00:00:00.0000000","35937","0","0","3","0","0","0","0","0","0","0","NA","NA","2004-03-22","0","0","0","0","0","0",1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract"
"515","17722770","1","87059","0","0","2005","2005","1","GS35F0346J","M6785405F0021","NA","","254367","","1700","M67854","NA","NA","NA","NO","515","","A","NA","","NA","NA","87059","2005-01-11 00:00:00.0000000","2005-01-11 00:00:00.0000000","87059","0","0","1","0","0","0","0","0","0","0","NA","NA","2008-02-11","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3049205","2","14980","0","0","2006","2006","0","","N0016405P2199","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","14980","2005-11-17 00:00:00.0000000","2005-11-17 00:00:00.0000000","0","0","0","NA","0","1","0","0","0","0","0","NA","NA","2005-11-30","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"180","3049829","1","6304","0","0","2006","2006","0","","N0016406P0319","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","6304","2005-12-09 00:00:00.0000000","2005-12-09 00:00:00.0000000","6304","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-06-09","0","0","0","0","0","0",0,0,NA,NA,1,NA,"Purchase Order"
"374","25856063","6","14468968","14468968","14468968","2013","2013","1","N0002412G4330","0008","NA","","275371","","1700","N00024","NA","NA","NA","U","374","","C","NA","False","NA","NA","14468968","2012-12-22 00:00:00.0000000","2013-09-03 00:00:00.0000000","9735000","13499140","13499140","NA","0","1","0","0","0","2","1","NA","2013-11-24","2013-11-24","0","0","0","4733968","969828","969828",0,0,1,0,1,"SINGLE AWARD","Basic Ordering Agreement"
"515","17699291","1","7724","7724","7724","2009","2009","1","GS35F0315N","M6785409F0016","NA","","61691","","1700","M67854","NA","NA","NA","J","515","FAIR","A","NA","True","NA","NA","7724","2009-05-27 00:00:00.0000000","2009-05-27 00:00:00.0000000","7724","7724","7724","5","0","0","0","0","0","0","0","NA","2009-05-27","2009-05-27","0","0","0","0","0","0",0,1,NA,NA,5,"MULTIPLE AWARD","Federal Supply Schedule"
"515","2933952","7","599584.7","599584.7","749577.36","2010","2012","0","","M6785410C0002","NA","","23356","","1700","M67854","NA","NA","NA","U","515","","D","NA","False","NA","NA","599584.7","2009-12-22 00:00:00.0000000","2011-11-01 00:00:00.0000000","3e+05","599584.7","749577.36","NA","0","1","0","0","0","1","1","NA","2012-06-21","2012-06-21","0","0","0","0","0","0",0,1,NA,NA,1,NA,"Definitive Contract"
"180","18781211","3","77539","0","0","2005","2005","1","N0016405D8907","0004","NA","","145965","","1700","N00164","NA","NA","NA","U","180","","D","NA","False","NA","NA","77539","2004-12-30 00:00:00.0000000","2005-07-11 00:00:00.0000000","25000","0","0","NA","0","1","0","0","0","0","0","NA","NA","2006-01-03","0","0","0","0","0","0",0,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract"
"515","16592813","3","99997","99997","99997","2007","2007","1","GS23F0005K","M6785407F0049","NA","","59707","","1700","M67854","NA","NA","NA","J","515","","A","NA","True","NA","NA","99997","2007-06-04 00:00:00.0000000","2007-09-07 00:00:00.0000000","99997","99997","99997","NA","0","1","0","0","0","2","1","NA","2007-10-19","2007-10-19","0","0","0","0","0","0",0,1,NA,NA,3,"MULTIPLE AWARD","Federal Supply Schedule"
"198","18983188","1","138","0","0","2005","2005","1","N0060400A0033","2001","NA","","309435","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","138","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","138","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3056796","3","4754.56","4754.56","4754.56","2009","2009","0","","N0016409P0526","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","4754.56","2009-03-19 00:00:00.0000000","2009-06-29 00:00:00.0000000","4140","4140","4140","NA","0","1","0","0","0","0","0","NA","2009-04-20","2009-04-20","0","0","0","0","0","0",1,1,NA,NA,2,NA,"Purchase Order"
"198","18984001","1","208","0","0","2005","2005","1","N0060404A0001","77AA","NA","","407185","","1700","N00604","NA","NA","NA","J","198","","B","NA","True","NA","NA","208","2005-03-16 00:00:00.0000000","2005-03-16 00:00:00.0000000","208","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-31","0","0","0","0","0","0",0,0,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","18776245","1","250472","0","0","2005","2005","1","N0016401D0039","0023","NA","","370859","","1700","N00164","NA","NA","NA","U","180","","A","NA","False","NA","NA","250472","2005-09-30 00:00:00.0000000","2005-09-30 00:00:00.0000000","250472","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-09-30","0","0","0","0","0","0",1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3048106","1","24300","0","0","2005","2005","0","","N0016405P0862","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","B","NA","True","NA","NA","24300","2005-04-15 00:00:00.0000000","2005-04-15 00:00:00.0000000","24300","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-07-11","0","0","0","0","0","0",0,0,NA,NA,1,NA,"Purchase Order"
"180","14452385","1","67663","67663","67663","2007","2007","1","GS07F9307S","N0016407F0393","NA","","310325","","1700","N00164","NA","NA","NA","J","180","FAIR","A","NA","True","NA","NA","67663","2007-05-23 00:00:00.0000000","2007-05-23 00:00:00.0000000","67663","67663","67663","1","0","0","0","0","0","0","0","NA","2007-06-01","2007-06-01","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
